advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	d016	2019-01-16	EL	Greece	1	1	24982	4996	49	0
Μαρία Γ. Μισέντου  Case Confidential		265111217441361	Facebook	d016	2019-01-16	EL	Greece	4	1	11662	5331	131	0
Alex and the jewel		1703830116536718	Facebook	d016	2019-01-16	EL	Greece	2	1	10191	1998	39	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	d016	2019-01-16	EL	Greece	1	1	7133	1426	14	0
Νίκος Χουντής-Nikos Chountis		462603193829493	Facebook	d016	2019-01-16	EL	Greece	1	1	3331	666	6	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d016	2019-01-16	EL	Greece	3	1	3248	1442	8	1
Plasticfreegreece		127140361355187	Facebook	d016	2019-01-16	EL	Greece	1	1	3121	1560	3	0
Theodore Douloumpekis		310648756200075	Facebook	d016	2019-01-16	EL	Greece	4	1	2216	244	122	0
Σπύρος Ζαφείρης - Υποψήφιος βουλευτής Ιωαννίνων με τη "Δημοκρατική Ευθύνη"		729060717204068	Facebook	d016	2019-01-16	EL	Greece	1	1	1249	250	24	0
Pela Case		119283008140727	Facebook	d016	2019-01-16	EL	Greece	2	1	1165	233	1	0
The British Journal of Photography	Ecotricity Group Limited	40055265495	Facebook	d016	2019-01-16	EL	Greece	1	1	1000	200	2	0
Gentle Dental Clinic Crete		387716078000099	Facebook	d016	2019-01-16	EL	Greece	2	1	227	45	0	0
OZY		1393911800825140	Facebook	d016	2019-01-16	EL	Greece	1	1	210	42	0	0
Soviet Visuals		1160495674016675	Facebook	d016	2019-01-16	EL	Greece	9	1	138	29	1	0
Le Monde		14892757589	Facebook	d016	2019-01-16	EL	Greece	6	1	71	28	0	0
The Libra Group	The Libra Group	729927510371645	Facebook	d016	2019-01-16	EL	Greece	1	1	33	0	3	0
Professor  Alberto Testa	Alberto Testa	1899667790263172	Facebook	d016	2019-01-16	EL	Greece	1	1	20	4	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	d016	2019-01-16	EL	Greece	4	1	20	0	2	0
CEC European Managers		962505560483309	Facebook	d016	2019-01-16	EL	Greece	1	1	11	0	1	0
COP23		1812087282376505	Facebook	d016	2019-01-16	EL	Greece	1	1	10	5	0	0
Financial Times		8860325749	Facebook	d016	2019-01-16	EL	Greece	1	1	6	1	0	0
Task Force Contre l'Antisémitisme		1680652255497041	Facebook	d016	2019-01-16	EL	Greece	1	1	3	0	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	d016	2019-01-16	EL	Greece	2	1	2	0	0	0
Banque mondiale		155174084508744	Facebook	d016	2019-01-16	EL	Greece	6	1	2	1	0	0
Best Shopping Deals		519091928553063	Facebook	d016	2019-01-16	EL	Greece	1	1	2	0	0	0
YOGA BURN		146316959083110	Facebook	d016	2019-01-16	EL	Greece	2	1	0	0	0	0
ארגון העובדים מען - WAC Maan  نقابة معا العمالية		212508465430143	Facebook	d016	2019-01-16	EL	Greece	1	1	0	0	0	0
