advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rm1	Last month	PL	Poland	484	1	10560471	3894720	42372	8582
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	rm1	Last month	PL	Poland	24	1	7625855	3472564	12270	2650
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rm1	Last month	PL	Poland	115	1	6288381	2728736	38706	8341
Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	rm1	Last month	PL	Poland	57	1	3717944	1415000	6349	1779
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	rm1	Last month	PL	Poland	67	1	3642618	1333151	9767	2205
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	rm1	Last month	PL	Poland	24	1	3307527	1634278	4268	836
Gazeta Wyborcza		63563473556	Facebook	rm1	Last month	PL	Poland	187	1	2837955	810862	6879	836
European Parliament		178362315106	Facebook	rm1	Last month	PL	Poland	13	1	2746005	1338647	10923	3531
European Greens		141366725876424	Facebook	rm1	Last month	PL	Poland	15	1	2441895	1154813	9154	2108
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	rm1	Last month	PL	Poland	59	1	2169614	699902	8638	2046
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	rm1	Last month	PL	Poland	32	1	2067026	682055	4880	1000
Radosław Sikorski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	134214926657042	Facebook	rm1	Last month	PL	Poland	43	1	1857956	664999	4549	1093
Paweł Bejda	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	587380481330698	Facebook	rm1	Last month	PL	Poland	80	1	1760543	458150	4107	614
Anna Fotyga - Biuro Poselskie	KW Prawo i Sprawiedliwość	1467418970166506	Facebook	rm1	Last month	PL	Poland	25	1	1501975	587999	5368	1232
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	rm1	Last month	PL	Poland	11	1	1435989	655999	2067	465
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	rm1	Last month	PL	Poland	26	1	1408789	480908	3147	649
Sylwia Spurek		1967695263556184	Facebook	rm1	Last month	PL	Poland	7	1	1360992	635000	1789	418
Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	rm1	Last month	PL	Poland	33	1	1349674	332703	4129	790
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości 	612725748801524	Facebook	rm1	Last month	PL	Poland	46	1	1266955	486784	2531	625
Kialo		729627343834501	Facebook	rm1	Last month	PL	Poland	163	1	1210440	478598	5563	1264
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	rm1	Last month	PL	Poland	28	1	1207972	478000	4087	884
Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	rm1	Last month	PL	Poland	3	1	1149996	559999	1395	279
Dariusz Rosati	CommSense	238903929634988	Facebook	rm1	Last month	PL	Poland	39	1	1140929	257986	2666	442
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	rm1	Last month	PL	Poland	16	1	978710	405409	1436	395
Amnesty International Polska		57544755889	Facebook	rm1	Last month	PL	Poland	60	1	975693	348651	2766	867
