country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	d132	2019-05-12	880	224	6469549	2357945	18943	3352
PL	Poland	d131	2019-05-11	944	233	7258743	2659230	18093	3267
PL	Poland	d130	2019-05-10	1316	232	5655651	1802287	15347	2838
PL	Poland	d129	2019-05-09	1189	218	4214935	1364537	11820	2286
PL	Poland	d128	2019-05-08	1095	193	3852633	1270720	10579	1986
PL	Poland	d127	2019-05-07	1057	175	3612018	1264225	9566	1919
PL	Poland	d126	2019-05-06	1102	179	4143199	1440319	11216	1668
PL	Poland	d125	2019-05-05	993	183	2989648	1070962	7075	1309
PL	Poland	d124	2019-05-04	996	195	4533930	1779111	9883	2188
PL	Poland	d123	2019-05-03	1031	198	4717182	1821259	10101	2179
PL	Poland	d122	2019-05-02	1045	191	4316267	1720492	10244	2148
PL	Poland	d121	2019-05-01	983	190	3749367	1516770	8355	1727
PL	Poland	d120	2019-04-30	1040	204	3618940	1502998	8100	1718
PL	Poland	d119	2019-04-29	1004	207	1901741	718924	6267	1117
PL	Poland	d118	2019-04-28	974	200	1829781	684547	6102	1115
PL	Poland	d117	2019-04-27	970	202	1804888	718260	6758	1256
PL	Poland	d116	2019-04-26	974	202	1494391	542507	6452	1248
PL	Poland	d115	2019-04-25	946	200	1112140	369376	3833	626
PL	Poland	d114	2019-04-24	922	200	1153930	393402	3624	653
PL	Poland	d113	2019-04-23	935	203	1167255	409664	4090	784
PL	Poland	d112	2019-04-22	713	204	554021	174571	1574	236
PL	Poland	d111	2019-04-21	757	203	749321	248538	2420	390
PL	Poland	d110	2019-04-20	775	221	881268	296349	2996	542
PL	Poland	d109	2019-04-19	835	247	955837	333643	3191	626
PL	Poland	d108	2019-04-18	630	260	1010800	353662	3168	613
PL	Poland	d107	2019-04-17	644	269	1205458	399766	4001	734
PL	Poland	d106	2019-04-16	686	292	1101431	395547	3936	637
PL	Poland	d105	2019-04-15	788	319	1756475	662428	5208	821
PL	Poland	d104	2019-04-14	781	323	2897833	1243567	5722	999
PL	Poland	d103	2019-04-13	791	331	2030049	724545	4794	779
PL	Poland	d102	2019-04-12	881	342	1992231	703977	5216	810
PL	Poland	d101	2019-04-11	824	349	1913704	678633	4518	695
PL	Poland	d100	2019-04-10	775	330	1936002	681535	5152	883
PL	Poland	d099	2019-04-09	773	335	2246959	818802	5983	1285
PL	Poland	d098	2019-04-08	747	327	1945718	728160	4360	880
PL	Poland	d097	2019-04-07	699	303	1656235	661932	3420	638
PL	Poland	d096	2019-04-06	690	302	1667291	697615	3346	710
PL	Poland	d095	2019-04-05	752	313	1922023	696866	4739	789
PL	Poland	d094	2019-04-04	659	281	1359493	474232	3804	622
PL	Poland	d093	2019-04-03	572	265	969989	335472	2418	408
PL	Poland	d092	2019-04-02	533	242	1913742	706344	5664	995
PL	Poland	d091	2019-04-01	472	233	628659	212354	1887	242
PL	Poland	d090	2019-03-31	537	256	1169070	404008	3085	456
PL	Poland	d089	2019-03-30	510	244	683500	231221	2388	347
PL	Poland	d088	2019-03-29	535	252	1032599	344382	3669	691
PL	Poland	d087	2019-03-28	516	242	838335	301883	3330	693
PL	Poland	d086	2019-03-27	522	248	3136969	1231248	5322	1211
PL	Poland	d085	2019-03-26	484	220	2527728	1064395	7702	1682
PL	Poland	d084	2019-03-25	455	222	1136376	426304	2531	471
PL	Poland	d083	2019-03-24	453	224	1174269	429655	2703	455
PL	Poland	d082	2019-03-23	490	238	1263322	460595	3177	498
PL	Poland	d081	2019-03-22	516	249	1285272	459657	3092	491
PL	Poland	d080	2019-03-21	482	237	1707793	609621	3728	585
PL	Poland	d079	2019-03-20	479	225	1894582	743477	4150	780
PL	Poland	d078	2019-03-19	448	217	740318	212442	2395	231
PL	Poland	d077	2019-03-18	442	216	665091	207964	2008	223
PL	Poland	d076	2019-03-17	385	194	1216908	423251	1887	257
PL	Poland	d075	2019-03-16	389	192	834131	255528	2088	271
PL	Poland	d074	2019-03-15	401	196	876763	266844	2443	319
PL	Poland	d073	2019-03-14	340	173	880209	283437	2530	479
PL	Poland	d072	2019-03-13	325	167	848034	294925	3152	480
PL	Poland	d071	2019-03-12	320	171	912170	312141	2529	395
PL	Poland	d070	2019-03-11	310	170	718874	242975	2142	305
PL	Poland	d069	2019-03-10	286	159	750995	257814	2453	606
PL	Poland	d068	2019-03-09	295	160	993672	363681	2263	354
PL	Poland	d067	2019-03-08	305	159	1243816	497304	2461	374
PL	Poland	d066	2019-03-07	251	141	1213695	498080	1978	280
PL	Poland	d065	2019-03-06	250	131	660942	260580	1412	170
PL	Poland	d064	2019-03-05	258	122	600677	242965	1334	166
PL	Poland	d063	2019-03-04	202	117	408762	130383	1550	140
PL	Poland	d062	2019-03-03	158	91	212149	69280	716	103
PL	Poland	d061	2019-03-02	157	91	208308	70525	731	87
PL	Poland	d060	2019-03-01	149	90	165154	53530	604	61
PL	Poland	d059	2019-02-28	135	74	113130	34326	570	42
PL	Poland	d058	2019-02-27	123	57	70277	23970	270	39
PL	Poland	d057	2019-02-26	109	53	65260	23551	291	78
PL	Poland	d056	2019-02-25	101	51	56613	20338	154	20
PL	Poland	d055	2019-02-24	96	48	55542	20134	140	16
PL	Poland	d054	2019-02-23	104	49	91554	28447	327	42
PL	Poland	d053	2019-02-22	110	54	159546	60541	639	105
PL	Poland	d052	2019-02-21	105	46	160367	55793	391	83
PL	Poland	d051	2019-02-20	104	44	143968	49009	356	69
PL	Poland	d050	2019-02-19	105	46	114974	32945	273	52
PL	Poland	d049	2019-02-18	104	47	205582	66767	473	104
PL	Poland	d048	2019-02-17	100	41	127390	43940	240	57
PL	Poland	d047	2019-02-16	97	40	124908	42698	237	56
PL	Poland	d046	2019-02-15	102	40	233140	75503	603	118
PL	Poland	d045	2019-02-14	90	39	256313	83035	659	127
PL	Poland	d044	2019-02-13	65	34	100303	36571	231	52
PL	Poland	d043	2019-02-12	71	38	102755	31593	429	40
PL	Poland	d042	2019-02-11	67	35	331768	149322	772	310
PL	Poland	d041	2019-02-10	65	35	341650	154864	766	313
PL	Poland	d040	2019-02-09	69	38	450319	205818	1285	414
PL	Poland	d039	2019-02-08	66	37	343361	153320	781	314
PL	Poland	d038	2019-02-07	69	37	152438	57090	962	170
PL	Poland	d037	2019-02-06	70	37	71849	25697	199	29
PL	Poland	d036	2019-02-05	57	32	59842	19698	155	23
PL	Poland	d035	2019-02-04	58	32	164967	43660	434	23
PL	Poland	d034	2019-02-03	49	26	43509	16213	109	18
PL	Poland	d033	2019-02-02	50	26	43488	16353	105	18
PL	Poland	d032	2019-02-01	63	30	54859	18628	136	23
PL	Poland	d031	2019-01-31	68	29	30440	7249	107	9
PL	Poland	d030	2019-01-30	61	29	32636	9300	70	10
PL	Poland	d029	2019-01-29	63	28	40766	11562	129	16
PL	Poland	d028	2019-01-28	69	26	28024	6971	66	9
PL	Poland	d027	2019-01-27	56	27	37037	12377	85	7
PL	Poland	d026	2019-01-26	55	26	31704	11311	62	7
PL	Poland	d025	2019-01-25	61	28	92564	26482	250	42
PL	Poland	d024	2019-01-24	59	27	87924	24910	238	38
PL	Poland	d023	2019-01-23	54	25	27402	9877	47	4
PL	Poland	d022	2019-01-22	57	26	28812	10522	56	5
PL	Poland	d021	2019-01-21	56	26	528141	260680	633	121
PL	Poland	d020	2019-01-20	50	22	522761	258665	612	120
PL	Poland	d019	2019-01-19	50	22	11207	2792	35	2
PL	Poland	d018	2019-01-18	54	24	278769	131307	1018	199
PL	Poland	d017	2019-01-17	61	24	19402	4981	39	1
