week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w015	Week 15	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	88	1	69719838	6952533	332804	6186
w015	Week 15	European Parliament		178362315106	Facebook	422	1	22768704	9870057	107804	23995
w015	Week 15	SPD	SPD	47930567748	Facebook	1927	1	14032073	4484000	258173	17200
w015	Week 15	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	149	1	13904885	1381628	2516	0
w015	Week 15	Podemos	Unidas Podemos	269212336568846	Facebook	31	1	13582212	6402714	75028	18616
w015	Week 15	Future Innovation SRL		AR474748779908562944	Google	4	1	10889855	1088985	35017	583
w015	Week 15	European Commission		107898832590939	Facebook	85	1	9506772	4295862	39696	9937
w015	Week 15	Kialo		729627343834501	Facebook	118	1	7206882	2436000	49119	11001
w015	Week 15	Arnora Oy		AR181544213152792576	Google	1	1	6363636	636363	318	31
w015	Week 15	Un país moderno	Unidas Podemos	577723459314066	Facebook	45	1	6261438	2815533	22478	5446
w015	Week 15	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	37	1	6031302	2877870	15096	3734
w015	Week 15	European Greens	European Greens	141366725876424	Facebook	28	1	5997362	2624523	32807	8364
w015	Week 15	Sosialidemokraatit SDP		108945982480217	Facebook	112	1	5892425	2331315	38766	9476
w015	Week 15	Suomen Keskusta r.p.		AR441112520191639552	Google	27	1	5574650	554100	87429	1606
w015	Week 15	SOCIALDEMOKRATIET		AR271193993235136512	Google	12	1	5108424	510842	167434	2796
w015	Week 15	People's Vote UK	People's Vote	748608695327755	Facebook	345	1	4661730	1447984	97762	19625
w015	Week 15	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	108	1	4589999	456000	41430	1090
w015	Week 15	AMERISOFT SRL		AR573801583431647232	Google	48	1	4556312	448141	975	0
w015	Week 15	Conservatives	The Conservative Party	8807334278	Facebook	237	1	4526441	1803385	46408	7019
w015	Week 15	Greens/EFA in the European Parliament		150527751674751	Facebook	36	1	4453006	1925095	5902	1107
w015	Week 15	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	52	1	4293799	425194	1224	72
w015	Week 15	España Ciudadana		349800235527721	Facebook	18	1	4220982	1850000	21182	5000
w015	Week 15	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	52	1	4170811	395751	142666	2750
w015	Week 15	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	58	1	4158357	397474	1589	49
w015	Week 15	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	105	1	4115957	383508	10271	256
w015	Week 15	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	9	1	3853326	1836666	3332	1619
w015	Week 15	Greenpeace France		39435457457	Facebook	38	1	3662106	1467000	12327	3549
w015	Week 15	COALICION CANARIA		AR489541609348661248	Google	268	1	3646797	242087	9401	92
w015	Week 15	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	34	1	3228693	1438679	27246	5431
w015	Week 15	HLAS		AR312619193323225088	Google	264	1	3112123	185327	9729	278
w015	Week 15	Partido Popular	Partido Popular	72249031214	Facebook	283	1	2930381	779833	12548	383
w015	Week 15	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	32	1	2930000	270000	3400	200
w015	Week 15	Best For Britain	Best for Britain	1863944713844924	Facebook	36	1	2853925	1186556	24909	4751
w015	Week 15	38 Degrees	38 Degrees	200006375787	Facebook	87	1	2754179	923256	17106	2919
w015	Week 15	sp.a	sp.a	57253967150	Facebook	104	1	2670266	997254	13883	2891
w015	Week 15	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	4	1	2499996	1100000	1996	400
w015	Week 15	The Labour Party	The Labour Party	25749647410	Facebook	53	1	2292203	957622	16806	3623
w015	Week 15	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	3	1	2223497	222349	10804	185
w015	Week 15	Enel Energia		1589410777971706	Facebook	5	1	1859995	830000	18845	3750
w015	Week 15	Vlaams Belang	Vlaams Belang	56605856504	Facebook	5	1	1780104	806720	13063	2613
w015	Week 15	Teknologia ja tulevaisuus ry		AR340766690994290688	Google	21	1	1702745	160555	2357	168
w015	Week 15	Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	281	1	1688909	377723	27134	857
w015	Week 15	Rumilus Design Oy		AR391102333313875968	Google	31	1	1666942	157728	711	0
w015	Week 15	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	9	1	1628660	743433	10827	2516
w015	Week 15	Gambrinus		146991996743	Facebook	3	1	1583331	716666	11664	2333
w015	Week 15	Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	17	1	1458655	140924	52880	1034
w015	Week 15	SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	10	1	1455595	143035	841	59
w015	Week 15	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	77	1	1371865	435514	7103	199
w015	Week 15	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	6	1	1333329	600000	7995	1599
w015	Week 15	Jukka Kopra		AR232680299937398784	Google	12	1	1324857	129876	55328	972
w015	Week 15	George Simion		2212856535602171	Facebook	12	1	1260988	562000	2581	882
w015	Week 15	Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	4	1	1250996	610000	1280	252
w015	Week 15	Katarina Barley	SPD	1522202731410785	Facebook	27	1	1215973	405000	7473	1200
w015	Week 15	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	6	1	1205994	571000	1464	279
w015	Week 15	Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	3	1	1199997	500000	1497	300
w015	Week 15	Keskusta	Suomen Keskusta	55312855747	Facebook	31	1	1189970	288499	5287	600
w015	Week 15	TheArticle	TheArticle	607840469632004	Facebook	10	1	1180145	497121	7579	2148
w015	Week 15	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	6	1	1157978	528991	2596	814
w015	Week 15	Greenpeace International		7297163299	Facebook	6	1	1135299	493956	1520	604
w015	Week 15	Antonio Visconti		311170115667526	Facebook	2	1	1099998	550000	1498	600
w015	Week 15	Ayuda LGTB		315021912539118	Facebook	17	1	1047983	435000	4983	1100
w015	Week 15	Saku Petteri Räty		AR196651502918434816	Google	15	1	1038864	99999	30698	556
w015	Week 15	MSZP	MSZP	115388925185513	Facebook	3	1	1023569	504714	1555	621
w015	Week 15	Europaparlamentets kontor i Sverige		293678655099	Facebook	2	1	1002498	500500	5048	1000
w015	Week 15	Guardian Weekly		64525551258	Facebook	15	1	1002380	433450	4790	1194
w015	Week 15	Oatly		592188124467085	Facebook	1	1	999999	500000	999	500
w015	Week 15	Shell		444504516075907	Facebook	1	1	999999	499999	4998	1000
w015	Week 15	Les Antagonistes		398415124026017	Facebook	1	1	999999	500000	9999	5000
w015	Week 15	World Bank		153371894688575	Facebook	40	1	992228	345571	2671	178
w015	Week 15	Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	65	1	992193	86470	1810	113
