week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w018	Week 18	Future Innovation SRL		AR474748779908562944	Google	42	1	128082326	12806873	468087	8051
w018	Week 18	AMERISOFT SRL		AR573801583431647232	Google	130	1	95300000	9480000	10300	474
w018	Week 18	European Parliament		178362315106	Facebook	276	1	63160091	29152424	335764	98874
w018	Week 18	Freiheitliche Partei Österreich		AR333020356698701824	Google	41	1	34437853	3437121	263033	16979
w018	Week 18	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	474	1	32100881	2989192	34979	1378
w018	Week 18	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	74	1	30108588	2982549	308663	5619
w018	Week 18	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	143	1	25621333	2494666	9096	273
w018	Week 18	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	83	1	25259888	2512320	86754	2091
w018	Week 18	KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1489	1	19644940	561000	77074	455
w018	Week 18	CDU	CDU	78502295414	Facebook	3170	1	19323915	4637500	173515	4150
w018	Week 18	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	42	1	15235209	7133846	30896	11089
w018	Week 18	Alternativet		AR198061076825243648	Google	7	1	12760000	1275000	31875	682
w018	Week 18	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	124	1	9790000	900000	8450	250
w018	Week 18	mmb media agentur d.o.o.		AR524572049809604608	Google	746	1	8900000	160000	37299	0
w018	Week 18	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	82	1	8712737	3607244	22375	6231
w018	Week 18	Greenpeace France		39435457457	Facebook	16	1	8651984	3960000	36684	8800
w018	Week 18	SPD		AR456734381399080960	Google	32	1	8312309	820000	427161	36700
w018	Week 18	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	241	1	8282605	3310228	41957	8144
w018	Week 18	SPD	SPD	47930567748	Facebook	1982	1	8013876	1805428	218997	6664
w018	Week 18	sp.a	sp.a	57253967150	Facebook	155	1	7703774	3405729	35855	8794
w018	Week 18	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	36	1	7618635	3590775	22953	5314
w018	Week 18	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	28	1	6634024	2833511	63903	14408
w018	Week 18	The Brexit Party	The Brexit Party	230416667843105	Facebook	42	1	5982356	2796843	102100	28765
w018	Week 18	Liberal Alliance		AR183859784640888832	Google	99	1	5930357	556250	118289	3081
w018	Week 18	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	14	1	5764491	2739434	17236	8114
