country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	f18_24	female (18-24)	3909	1015	9108618	3608101	52276	8047
IE	Ireland	m18_24	male (18-24)	3676	994	8168477	3193764	48247	7358
IE	Ireland	m25_34	male (25-34)	4092	1075	6726403	2487309	45820	6986
IE	Ireland	f25_34	female (25-34)	4452	1110	6525724	2450913	44459	6752
IE	Ireland	f35_44	female (35-44)	4394	1091	5304457	1987877	38439	5812
IE	Ireland	m35_44	male (35-44)	4051	1064	4956815	1824630	34763	5267
IE	Ireland	f45_54	female (45-54)	4174	1053	3439791	1245953	25557	3694
IE	Ireland	m45_54	male (45-54)	3847	1023	3165720	1126917	22603	3244
IE	Ireland	f55_64	female (55-64)	3484	973	1914298	666313	14482	1972
IE	Ireland	m55_64	male (55-64)	3235	947	1526884	522862	11155	1482
IE	Ireland	f65_	female (65+)	2979	871	1406869	483833	10430	1495
IE	Ireland	m65_	male (65+)	2784	846	1080763	367140	7768	1071
IE	Ireland	f13_17	female (13-17)	550	193	660242	241165	3179	175
IE	Ireland	m13_17	male (13-17)	511	184	445626	163540	2465	135
IE	Ireland	u35_44	unknown (35-44)	3484	934	156354	58158	1095	166
IE	Ireland	u45_54	unknown (45-54)	3146	866	90926	32527	655	93
IE	Ireland	u25_34	unknown (25-34)	3362	903	76177	27967	548	78
IE	Ireland	u18_24	unknown (18-24)	2662	752	50568	19233	341	46
IE	Ireland	u55_64	unknown (55-64)	2268	767	33979	11708	253	34
IE	Ireland	u65_	unknown (65+)	2068	698	32142	10942	239	31
IE	Ireland	u13_17	unknown (13-17)	364	148	4374	1498	29	1
