advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	w002	Week 2	329	1	7250733	1737743	72289	13237
We are the 52%	We are the 52%	466744973727718	Facebook	w002	Week 2	40	1	2170315	802937	5916	663
38 Degrees	38 Degrees	200006375787	Facebook	w002	Week 2	38	1	1448947	581887	9589	1502
People's Vote UK	People's Vote	748608695327755	Facebook	w002	Week 2	64	1	1404801	503999	12856	2657
Best For Britain	Best for Britain	1863944713844924	Facebook	w002	Week 2	69	1	1289024	585856	17392	4713
Rädda Barnen		72659261793	Facebook	w002	Week 2	29	1	1204971	388000	6618	2241
Go Canada Academic and Immigration Services		936478993111944	Facebook	w002	Week 2	2	1	1199998	600000	396	66
The Labour Party	The Labour Party	25749647410	Facebook	w002	Week 2	5	1	1066663	466666	3853	1928
La Prime Énergie		336155273400553	Facebook	w002	Week 2	4	1	1054996	411000	10196	2000
Plan International Sverige		382243262003	Facebook	w002	Week 2	79	1	1036432	388681	9854	2548
Morvai Krisztina		282077899700	Facebook	w002	Week 2	1	1	999999	500000	999	500
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	w002	Week 2	12	1	872988	337000	4383	1388
WeWorld Onlus		299584710061488	Facebook	w002	Week 2	22	1	655614	259894	6672	1015
COP23		1812087282376505	Facebook	w002	Week 2	1	1	545454	272727	242	48
More United	More United	618113871680733	Facebook	w002	Week 2	3	1	450235	175761	5111	991
Roberta Metsola		406824526101449	Facebook	w002	Week 2	10	1	448881	170555	4531	777
Amref Health Africa - Italia		48677844864	Facebook	w002	Week 2	20	1	431980	101000	1980	0
London Labour Party	The London Labour Party 	474613052643462	Facebook	w002	Week 2	7	1	421746	160416	1960	533
The Bamboo Brush Society		1152885191422950	Facebook	w002	Week 2	8	1	410992	142000	1992	300
Trades Union Congress (TUC)	Trades Union Congress	124295177616347	Facebook	w002	Week 2	5	1	410620	190000	2323	1012
Florida Invest		1757174107834441	Facebook	w002	Week 2	9	1	409991	112000	1149	89
Tate		1175315639185483	Facebook	w002	Week 2	21	1	396979	81000	2079	0
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	w002	Week 2	24	1	348828	75617	2319	202
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w002	Week 2	19	1	310738	121969	1338	115
Harald Vilimsky		547597092025909	Facebook	w002	Week 2	4	1	307998	123666	2844	560
350.org		12185972707	Facebook	w002	Week 2	10	1	299158	67083	964	66
Scientists for EU	Scientists for EU	642444842524195	Facebook	w002	Week 2	8	1	291660	58333	668	0
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	w002	Week 2	2	1	274999	104999	749	300
Banque mondiale		155174084508744	Facebook	w002	Week 2	35	1	264160	112632	454	38
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	w002	Week 2	54	1	253857	83298	1970	156
Pela Case		119283008140727	Facebook	w002	Week 2	5	1	249995	50000	593	66
Simple Politics		1052029294841900	Facebook	w002	Week 2	2	1	229569	91827	530	265
Kaar Kaas Sonn		215255338679306	Facebook	w002	Week 2	2	1	225806	90322	39	0
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	w002	Week 2	1	1	218749	87500	437	218
Coalition for Reform in Political Advertising UK	Alex Tait on behalf of The Coalition for Reform in Political Advertising 	275297063168071	Facebook	w002	Week 2	13	1	212374	61664	1522	199
George Simion Unire		294035851052538	Facebook	w002	Week 2	1	1	199999	100000	104	21
Daydream Believers - Barnsley FC Film		351543495287992	Facebook	w002	Week 2	4	1	186664	79333	1077	216
InFacts	InFacts	678120165658753	Facebook	w002	Week 2	9	1	184995	38500	804	57
Property & Business Info		562032903912680	Facebook	w002	Week 2	13	1	180987	54000	1952	115
Nature Index		145327659223282	Facebook	w002	Week 2	6	1	174994	41000	687	0
Andy Street	The Conservative Party	625464517632792	Facebook	w002	Week 2	23	1	174918	53857	1426	57
Sosialidemokraatit SDP		108945982480217	Facebook	w002	Week 2	11	1	171851	49587	1473	243
Plaid Cymru	Plaid Cymru	26416930992	Facebook	w002	Week 2	3	1	167590	69223	412	155
Johan Van Overtveldt		275607285891320	Facebook	w002	Week 2	1	1	166666	66666	333	166
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	w002	Week 2	4	1	158634	79318	234	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w002	Week 2	5	1	156437	67559	556	57
Soluzione Tasse		1678747585696511	Facebook	w002	Week 2	2	1	149998	60000	598	100
Fazland		392009187483727	Facebook	w002	Week 2	19	1	142794	55160	1002	196
Better Brexit	Better Brexit	456823584822825	Facebook	w002	Week 2	3	1	141664	48333	556	77
Blendle		181375052003138	Facebook	w002	Week 2	13	1	135987	29000	1687	100
Erik Sørensen Vin		88177021039	Facebook	w002	Week 2	7	1	131993	35000	1685	267
Le Monde		14892757589	Facebook	w002	Week 2	6	1	128721	51411	139	23
ACNUR Comite español		94118672764	Facebook	w002	Week 2	5	1	119995	27000	495	0
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	w002	Week 2	5	1	117249	48611	1303	247
Bananamia		185686561464778	Facebook	w002	Week 2	2	1	116665	58333	115	0
AcquaPura Depuratori		328082964703259	Facebook	w002	Week 2	14	1	115986	21000	1786	100
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	w002	Week 2	8	1	113647	47076	774	46
Alex and the jewel		1703830116536718	Facebook	w002	Week 2	2	1	113332	46666	265	40
Winkler Gyula		1560147330888040	Facebook	w002	Week 2	4	1	112453	56060	124	44
West Mercia PCC	West Mercia Police and Crime Commissioner	1569628153271237	Facebook	w002	Week 2	1	1	109090	54545	314	63
Tim Farron	Westmorland and Lonsdale Liberal Democrats	118873691462974	Facebook	w002	Week 2	4	1	107496	21500	349	0
Oglinda Timisoarei		1567356746867595	Facebook	w002	Week 2	3	1	102497	20499	136	21
Sensilab.it		561074557300658	Facebook	w002	Week 2	2	1	100998	50000	598	100
Labour South East	The Labour Party.	123817579216	Facebook	w002	Week 2	2	1	100186	50000	5806	1157
The Intercept Brasil		1754956431459064	Facebook	w002	Week 2	1	1	99999	50000	88	0
Hoxton Capital Management		353185345195139	Facebook	w002	Week 2	1	1	99999	50000	577	115
Dean Graziosi		17457692073	Facebook	w002	Week 2	1	1	99999	50000	444	89
Eco Environnement		189035588239320	Facebook	w002	Week 2	2	1	99998	20000	1998	1000
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	w002	Week 2	2	1	99998	20000	1154	231
University of West London		124280710951576	Facebook	w002	Week 2	4	1	99998	19999	923	173
SOS-Kinderdörfer weltweit		56497026719	Facebook	w002	Week 2	20	1	97845	44713	595	109
Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	w002	Week 2	8	1	92496	21500	921	115
Animal Matters	Animal Matters	1439364926329185	Facebook	w002	Week 2	1	1	87499	43750	77	0
Neil McEvoy	Neil McEvoy	1538311623148335	Facebook	w002	Week 2	7	1	80481	19870	762	115
Studyintheuk		170953716896026	Facebook	w002	Week 2	18	1	76295	17500	1233	170
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	w002	Week 2	2	1	74998	15000	29	5
Johann Gudenus		104145976305577	Facebook	w002	Week 2	15	1	71559	20673	675	86
Fair Play For Women	Fair Play For Women	203074990102652	Facebook	w002	Week 2	7	1	70994	15500	630	0
Paul Bristow	Conservatives	293864561226540	Facebook	w002	Week 2	5	1	70710	17142	937	115
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	w002	Week 2	3	1	69164	13833	210	0
World Animal Protection Danmark		33588644626	Facebook	w002	Week 2	4	1	68983	29188	816	184
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	w002	Week 2	6	1	67497	13500	257	0
Deloitte Nederland		319495812163	Facebook	w002	Week 2	3	1	66915	28333	182	25
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	w002	Week 2	1	1	62499	31250	96	19
Linnéa Engström		1409490812643464	Facebook	w002	Week 2	7	1	60837	18852	554	87
PD Martin Cauchi Inglott		181379916072401	Facebook	w002	Week 2	3	1	60247	15000	222	0
