region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
famagusta_district	Famagusta District	CY	Cyprus	28	18	8533	2857	27	0
kyrenia_district	Kyrenia District	CY	Cyprus	23	15	5134	1877	14	0
larnaca_district	Larnaca District	CY	Cyprus	30	18	7032	1704	49	0
lefkosa_district	Lefkoşa District	CY	Cyprus	32	18	179915	43131	843	0
limassol_district	Limassol District	CY	Cyprus	30	18	16373	3808	111	0
paphos_district	Paphos District	CY	Cyprus	30	18	2840	705	15	0
