week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	LT	Lithuania	385	66	5264730	1859010	19569	1079
w019	Week 19	2019-05-06	2019-05-12	LT	Lithuania	488	81	12173664	4550518	36208	4067
w018	Week 18	2019-04-29	2019-05-05	LT	Lithuania	445	105	10756313	4147613	40642	6415
w017	Week 17	2019-04-22	2019-04-28	LT	Lithuania	410	99	3712582	1560553	16055	2133
w016	Week 16	2019-04-15	2019-04-21	LT	Lithuania	407	119	1819491	756513	3867	563
w015	Week 15	2019-04-08	2019-04-14	LT	Lithuania	552	190	1610276	580829	6949	708
w014	Week 14	2019-04-01	2019-04-07	LT	Lithuania	476	198	1587389	610974	7370	802
w013	Week 13	2019-03-25	2019-03-31	LT	Lithuania	383	180	2113985	787203	7225	1535
w012	Week 12	2019-03-18	2019-03-24	LT	Lithuania	360	161	2781688	1047138	11417	1593
w011	Week 11	2019-03-11	2019-03-17	LT	Lithuania	216	96	669077	257263	3975	346
w010	Week 10	2019-03-04	2019-03-10	LT	Lithuania	210	79	483034	199627	2473	171
w009	Week 9	2019-02-25	2019-03-03	LT	Lithuania	111	54	216357	66116	740	14
w008	Week 8	2019-02-18	2019-02-24	LT	Lithuania	94	49	204693	81240	819	68
w007	Week 7	2019-02-11	2019-02-17	LT	Lithuania	72	41	92989	22356	682	9
w006	Week 6	2019-02-04	2019-02-10	LT	Lithuania	51	27	110409	37791	450	68
w005	Week 5	2019-01-28	2019-02-03	LT	Lithuania	63	26	99568	21779	235	5
w004	Week 4	2019-01-21	2019-01-27	LT	Lithuania	54	24	97644	25788	421	2
w003	Week 3	2019-01-14	2019-01-20	LT	Lithuania	76	25	241959	74123	1685	122
w002	Week 2	2019-01-07	2019-01-13	LT	Lithuania	64	22	402953	87406	2437	203
w001	Week 1	2019-01-01	2019-01-06	LT	Lithuania	42	15	393617	114212	1054	44
