advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	gozo	Gozo	MT	Malta	9	1	1298	250	29	0
Ian Borg	Ian Borg	151496594943131	Facebook	gozo	Gozo	MT	Malta	5	1	1059	225	3	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	gozo	Gozo	MT	Malta	2	1	706	141	3	0
European Parliament	European Parliament	178362315106	Facebook	gozo	Gozo	MT	Malta	2	1	603	120	3	0
Robert Micallef for MEP	Robert James Bugeja	2123200014472283	Facebook	gozo	Gozo	MT	Malta	1	1	286	57	0	0
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	gozo	Gozo	MT	Malta	5	1	277	86	4	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	gozo	Gozo	MT	Malta	5	1	253	75	5	0
David Casa	David Casa	193035580892638	Facebook	gozo	Gozo	MT	Malta	1	1	241	48	0	0
Frank Psaila	Frank Psaila	458318884361628	Facebook	gozo	Gozo	MT	Malta	3	1	217	89	3	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	gozo	Gozo	MT	Malta	8	1	192	35	4	0
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	gozo	Gozo	MT	Malta	1	1	174	34	0	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	gozo	Gozo	MT	Malta	4	1	123	23	2	0
Alfred Sant	Alfred Sant	537789116260209	Facebook	gozo	Gozo	MT	Malta	5	1	109	21	2	0
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	gozo	Gozo	MT	Malta	5	1	102	13	4	0
Josef Caruana	Josef Caruana	166617437361908	Facebook	gozo	Gozo	MT	Malta	2	1	79	15	1	0
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	gozo	Gozo	MT	Malta	5	1	78	14	2	0
Malta Independent	Malta Independent	480288348662981	Facebook	gozo	Gozo	MT	Malta	5	1	55	3	4	0
Dr. Anthony Buttigieg	Buttigieg Anthony Emanuel	410157219370162	Facebook	gozo	Gozo	MT	Malta	2	1	40	7	1	0
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	gozo	Gozo	MT	Malta	3	1	37	5	1	0
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	gozo	Gozo	MT	Malta	1	1	30	6	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	gozo	Gozo	MT	Malta	1	1	3	1	0	0
Ralph Puli: Kap tal-Kunsilliera PN f'Hal Qormi	Ralph Puli	312887412236411	Facebook	gozo	Gozo	MT	Malta	1	1	2	0	0	0
Common Sense	Peter Mercieca	144274229676499	Facebook	gozo	Gozo	MT	Malta	1	1	2	0	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	gozo	Gozo	MT	Malta	2	1	0	0	0	0
European Commission	European Commission	107898832590939	Facebook	gozo	Gozo	MT	Malta	2	1	0	0	0	0
