recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	PL	Poland	793	207	5029156	1759518	12978	2564
rd2	Last 2 days	2019-05-12	2019-05-13	PL	Poland	929	232	11036935	3874094	28005	5517
rd3	Last 3 days	2019-05-11	2019-05-13	PL	Poland	1054	250	17591977	6256671	43311	8547
rd4	Last 4 days	2019-05-10	2019-05-13	PL	Poland	1589	263	22884769	7927836	57797	11441
rd5	Last 5 days	2019-05-09	2019-05-13	PL	Poland	1690	272	26921769	9245830	69018	13596
rd6	Last 6 days	2019-05-08	2019-05-13	PL	Poland	1761	279	30710669	10495934	79281	15524
rw1	Last week	2019-05-07	2019-05-13	PL	Poland	1874	287	34244736	11738838	88628	17400
rw2	Last 2 weeks	2019-04-30	2019-05-13	PL	Poland	2665	400	62242756	22551210	153495	30398
rw3	Last 3 weeks	2019-04-23	2019-05-13	PL	Poland	3059	492	72787642	26413772	190893	37329
rw4	Last 4 weeks	2019-04-16	2019-05-13	PL	Poland	3496	638	79096469	28576303	211774	41014
rm1	Last month	2019-04-14	2019-05-13	PL	Poland	3727	695	83697734	30468094	222567	42800
rm2	Last 2 months	2019-03-15	2019-05-13	PL	Poland	6031	1369	128407162	46740680	334498	62422
rm3	Last 3 months	2019-02-13	2019-05-13	PL	Poland	6638	1530	140361976	51028223	366422	67523
rm6	Last 6 months	2019-01-01	2019-05-13	PL	Poland	6872	1586	144852082	52879308	377935	70258
