spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SI	Slovenia	2167	592	10723956	2861032	67951	3
50_100	50 - 100	SI	Slovenia	2360	580	197002	73991	923	131
100_1k	100 - 1k	SI	Slovenia	840	239	9197636	3992345	32462	9482
1k_5k	1k - 5k	SI	Slovenia	98	34	2404496	1083660	17981	3675
5k_10k	5k - 10k	SI	Slovenia	6	5	6977	3488	186	46
10k_50k	10k - 50k	SI	Slovenia	1	1	4858	2429	216	43
