advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	w012	Week 12	UK	United Kingdom	148	1	13953168	6063770	132254	35165
Right To Vote	Right to Vote	408236463256774	Facebook	w012	Week 12	UK	United Kingdom	144	1	3992142	876611	21280	2666
Britain's Future	Britain's Future	1625300137516491	Facebook	w012	Week 12	UK	United Kingdom	1132	1	3515790	774004	80500	5547
Paddy Power		108803784913	Facebook	w012	Week 12	UK	United Kingdom	4	1	2169179	963159	16914	3383
Best For Britain	Best for Britain	1863944713844924	Facebook	w012	Week 12	UK	United Kingdom	58	1	1940537	847480	19798	4173
Andy Street	The Conservative Party	625464517632792	Facebook	w012	Week 12	UK	United Kingdom	246	1	1765454	538846	29302	1186
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w012	Week 12	UK	United Kingdom	169	1	1413645	425053	20792	4161
The Labour Party	The Labour Party	25749647410	Facebook	w012	Week 12	UK	United Kingdom	16	1	1368289	512650	15878	3432
UK government	UK government	408582579294175	Facebook	w012	Week 12	UK	United Kingdom	4	1	1159417	463768	14378	3454
Scientists for EU	Scientists for EU	642444842524195	Facebook	w012	Week 12	UK	United Kingdom	6	1	868177	354090	13118	2624
We are the 52%	We are the 52%	466744973727718	Facebook	w012	Week 12	UK	United Kingdom	18	1	798348	320671	2938	424
38 Degrees	38 Degrees	200006375787	Facebook	w012	Week 12	UK	United Kingdom	62	1	747194	248033	5171	684
Renew	Renew  Party	1923371311278106	Facebook	w012	Week 12	UK	United Kingdom	60	1	713945	180666	9763	887
Property & Business Info		562032903912680	Facebook	w012	Week 12	UK	United Kingdom	35	1	529965	125000	7712	925
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	w012	Week 12	UK	United Kingdom	9	1	465325	183666	2405	694
Mayor of London	the Greater London Authority 	360322167647280	Facebook	w012	Week 12	UK	United Kingdom	3	1	436048	181688	6306	1261
International Animal Rescue	International Animal Rescue 	8539814909	Facebook	w012	Week 12	UK	United Kingdom	7	1	428535	202860	1546	336
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	w012	Week 12	UK	United Kingdom	252	1	411095	51257	26232	0
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	w012	Week 12	UK	United Kingdom	21	1	273423	104330	1636	372
thortful		812242295466529	Facebook	w012	Week 12	UK	United Kingdom	1	1	272726	109090	3155	631
Andrew Stephenson MP	The Conservative Party	308313479373888	Facebook	w012	Week 12	UK	United Kingdom	198	1	230135	6666	22953	77
European Parliament		178362315106	Facebook	w012	Week 12	UK	United Kingdom	2	1	224998	112499	1300	650
Asthma UK	Asthma UK	40952091012	Facebook	w012	Week 12	UK	United Kingdom	2	1	204165	100833	1251	578
Conservatives	The Conservative Party	8807334278	Facebook	w012	Week 12	UK	United Kingdom	1	1	199999	100000	5784	1157
Openreach		134197403966593	Facebook	w012	Week 12	UK	United Kingdom	1	1	199999	100000	1156	578
