audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	SE	Sweden	2763	468	13931778	5379905	157582	42774
f18_24	female (18-24)	SE	Sweden	3056	480	13629370	5199191	137643	37257
m25_34	male (25-34)	SE	Sweden	2963	489	13608501	5215288	160413	42263
f25_34	female (25-34)	SE	Sweden	3455	494	13289565	5026107	142619	38217
f35_44	female (35-44)	SE	Sweden	3208	484	7495775	2702782	88266	24233
m35_44	male (35-44)	SE	Sweden	2783	476	7347066	2665421	94053	24772
m45_54	male (45-54)	SE	Sweden	2674	472	7325255	2586850	99612	26070
f65_	female (65+)	SE	Sweden	2567	446	7285435	2481329	110039	29317
f45_54	female (45-54)	SE	Sweden	2988	484	6724201	2438999	85197	23484
f55_64	female (55-64)	SE	Sweden	2763	472	5677974	1993299	76582	20775
m55_64	male (55-64)	SE	Sweden	2568	462	5469888	1875165	78949	20622
m65_	male (65+)	SE	Sweden	2416	437	5290227	1721536	85045	22276
f13_17	female (13-17)	SE	Sweden	330	97	449012	139664	3116	701
u25_34	unknown (25-34)	SE	Sweden	2292	426	348272	132334	3724	967
u35_44	unknown (35-44)	SE	Sweden	2275	426	311656	113643	3485	927
m13_17	male (13-17)	SE	Sweden	316	93	292153	98362	2272	514
u45_54	unknown (45-54)	SE	Sweden	2172	436	209199	75586	2551	678
u55_64	unknown (55-64)	SE	Sweden	2106	418	127887	44385	1741	456
u65_	unknown (65+)	SE	Sweden	1976	395	118464	40298	1766	458
u18_24	unknown (18-24)	SE	Sweden	1787	358	91133	34119	1037	277
u13_17	unknown (13-17)	SE	Sweden	212	74	3056	986	26	5
