audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	ES	Spain	549	121	1210556	394172	14893	425
f25_34	female (25-34)	ES	Spain	620	120	1037859	321649	16624	382
f18_24	female (18-24)	ES	Spain	587	118	975934	291439	15454	216
m18_24	male (18-24)	ES	Spain	508	119	925393	291824	10416	205
m35_44	male (35-44)	ES	Spain	551	121	923695	285719	15090	430
f35_44	female (35-44)	ES	Spain	623	121	886658	265758	16514	415
f55_64	female (55-64)	ES	Spain	556	113	792623	219327	17779	516
f45_54	female (45-54)	ES	Spain	610	118	764028	215204	16310	396
m45_54	male (45-54)	ES	Spain	535	118	625203	178963	11646	310
f65_	female (65+)	ES	Spain	524	106	506667	139704	11146	351
m55_64	male (55-64)	ES	Spain	488	116	491058	127496	11895	264
m65_	male (65+)	ES	Spain	450	106	310647	81442	7455	177
u35_44	unknown (35-44)	ES	Spain	287	100	14191	4928	101	8
u25_34	unknown (25-34)	ES	Spain	245	88	7936	2814	47	4
u45_54	unknown (45-54)	ES	Spain	228	92	5882	2050	40	4
u55_64	unknown (55-64)	ES	Spain	152	66	3227	1095	24	2
u65_	unknown (65+)	ES	Spain	148	61	3142	1088	20	2
u18_24	unknown (18-24)	ES	Spain	130	53	1910	669	9	0
f13_17	female (13-17)	ES	Spain	11	8	1217	366	17	0
m13_17	male (13-17)	ES	Spain	11	8	1082	331	15	0
u13_17	unknown (13-17)	ES	Spain	5	3	5	2	0	0
