spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	LU	Luxembourg	2581	661	11267005	2815471	71985	1
50_100	50 - 100	LU	Luxembourg	2806	655	139595	49419	662	70
100_1k	100 - 1k	LU	Luxembourg	1010	274	9118366	3940596	45259	11101
1k_5k	1k - 5k	LU	Luxembourg	103	39	192152	89854	1377	316
5k_10k	5k - 10k	LU	Luxembourg	10	9	22233	11088	259	115
10k_50k	10k - 50k	LU	Luxembourg	1	1	1440	720	64	12
