recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	BE	Belgium	2835	334	15558302	5551171	97456	14526
rd2	Last 2 days	2019-05-11	2019-05-12	BE	Belgium	3001	354	33328595	12018010	207239	31630
rd3	Last 3 days	2019-05-10	2019-05-12	BE	Belgium	3165	376	49121351	17637089	305625	46733
rd4	Last 4 days	2019-05-09	2019-05-12	BE	Belgium	3322	396	62317354	22470021	401611	62351
rd5	Last 5 days	2019-05-08	2019-05-12	BE	Belgium	3524	414	74987880	27302033	486902	77032
rd6	Last 6 days	2019-05-07	2019-05-12	BE	Belgium	3628	427	85582335	31299788	560067	89975
rw1	Last week	2019-05-06	2019-05-12	BE	Belgium	3832	449	98750930	36393399	646883	106157
rw2	Last 2 weeks	2019-04-29	2019-05-12	BE	Belgium	5009	598	166999358	63829257	1124273	199558
rw3	Last 3 weeks	2019-04-22	2019-05-12	BE	Belgium	5859	741	210657287	80722193	1435399	256057
rw4	Last 4 weeks	2019-04-15	2019-05-12	BE	Belgium	6776	933	240026762	91844347	1647652	290724
rm1	Last month	2019-04-13	2019-05-12	BE	Belgium	6989	1003	245701512	93958982	1686232	296535
rm2	Last 2 months	2019-03-14	2019-05-12	BE	Belgium	9952	1811	297057931	112975791	2020749	349293
rm3	Last 3 months	2019-02-12	2019-05-12	BE	Belgium	10655	1970	312000396	118703339	2135155	369315
rm6	Last 6 months	2019-01-01	2019-05-12	BE	Belgium	10992	2017	317950228	121152113	2176311	378157
