country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	d135	2019-05-15	898	181	11043538	4433505	20874	4501
RO	Romania	d134	2019-05-14	1058	187	13950410	5651069	27912	5795
RO	Romania	d133	2019-05-13	993	187	15213790	6236478	29041	6528
RO	Romania	d132	2019-05-12	864	180	12732904	5264557	21115	4759
RO	Romania	d131	2019-05-11	875	186	13848196	5784078	22518	5135
RO	Romania	d130	2019-05-10	908	197	19697686	8658751	35126	7641
RO	Romania	d129	2019-05-09	763	178	12232637	5193493	25820	5687
RO	Romania	d128	2019-05-08	669	168	13613207	5994643	28345	6845
RO	Romania	d127	2019-05-07	609	164	10864756	4732588	23010	5064
RO	Romania	d126	2019-05-06	540	141	10027272	4420400	20848	4548
RO	Romania	d125	2019-05-05	513	141	7657917	3283001	18222	4122
RO	Romania	d124	2019-05-04	477	129	9334759	4003737	21685	5505
RO	Romania	d123	2019-05-03	491	142	8222390	3603190	18051	4854
RO	Romania	d122	2019-05-02	452	144	6895650	3053907	13471	3057
RO	Romania	d121	2019-05-01	400	138	4563326	1924966	11642	3067
RO	Romania	d120	2019-04-30	404	135	2726293	1138922	5555	1200
RO	Romania	d119	2019-04-29	427	134	7843175	3564259	23625	6099
RO	Romania	d118	2019-04-28	439	142	5016210	2091424	6060	1670
RO	Romania	d117	2019-04-27	478	155	6176848	2544168	5821	1761
RO	Romania	d116	2019-04-26	524	168	5863602	2444817	8978	2383
RO	Romania	d115	2019-04-25	578	184	7704612	3190498	13848	3628
RO	Romania	d114	2019-04-24	571	196	7978355	3418223	16948	3851
RO	Romania	d113	2019-04-23	583	198	6724202	2879091	18608	4075
RO	Romania	d112	2019-04-22	543	203	5842761	2509763	14222	3235
RO	Romania	d111	2019-04-21	528	197	6052702	2627315	13847	3179
RO	Romania	d110	2019-04-20	533	211	5698332	2479689	12643	3004
RO	Romania	d109	2019-04-19	557	226	5017043	2128287	12221	2826
RO	Romania	d108	2019-04-18	539	216	6974134	2905189	14583	3260
RO	Romania	d107	2019-04-17	548	217	7378861	3146253	13410	3003
RO	Romania	d106	2019-04-16	575	210	8045852	3497569	14152	3746
RO	Romania	d105	2019-04-15	632	222	4473350	1808377	8148	1646
RO	Romania	d104	2019-04-14	603	234	2576010	1022025	6023	1126
RO	Romania	d103	2019-04-13	576	225	3058275	1358439	6038	1127
RO	Romania	d102	2019-04-12	671	245	1933040	770186	5031	887
RO	Romania	d101	2019-04-11	609	240	1872458	734209	4792	810
RO	Romania	d100	2019-04-10	563	224	1487383	569607	3855	639
RO	Romania	d099	2019-04-09	575	237	1712717	658112	4203	712
RO	Romania	d098	2019-04-08	543	233	1517287	583995	3676	564
RO	Romania	d097	2019-04-07	515	228	1243251	471350	3306	479
RO	Romania	d096	2019-04-06	509	243	1636735	622042	3466	525
RO	Romania	d095	2019-04-05	543	255	2635466	989699	5006	765
RO	Romania	d094	2019-04-04	490	240	2386926	878446	4509	579
RO	Romania	d093	2019-04-03	429	220	1809926	717933	5740	1015
RO	Romania	d092	2019-04-02	370	191	1709128	654370	5317	966
RO	Romania	d091	2019-04-01	329	168	1686725	691692	5061	997
RO	Romania	d090	2019-03-31	339	163	1500997	631405	4980	965
RO	Romania	d089	2019-03-30	340	165	1262495	524870	4582	899
RO	Romania	d088	2019-03-29	365	174	1778024	737906	4728	922
