audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f25_34	female (25-34)	LU	Luxembourg	3321	723	3088725	1097329	16855	2334
f18_24	female (18-24)	LU	Luxembourg	2890	647	2975834	1008305	15770	1877
m25_34	male (25-34)	LU	Luxembourg	3087	706	2960943	1006484	16573	1565
m18_24	male (18-24)	LU	Luxembourg	2725	632	2744364	904207	15362	1372
f35_44	female (35-44)	LU	Luxembourg	3235	708	1889935	649710	10930	1288
m35_44	male (35-44)	LU	Luxembourg	3009	693	1692061	566579	9932	820
f45_54	female (45-54)	LU	Luxembourg	3055	683	1327772	432787	8080	761
m45_54	male (45-54)	LU	Luxembourg	2823	667	1156882	367967	6883	479
f55_64	female (55-64)	LU	Luxembourg	2481	635	837265	258762	5490	424
m55_64	male (55-64)	LU	Luxembourg	2316	620	660653	195819	4433	210
f65_	female (65+)	LU	Luxembourg	2219	564	424476	128873	2939	202
m65_	male (65+)	LU	Luxembourg	2077	549	341072	100497	2158	104
f13_17	female (13-17)	LU	Luxembourg	469	147	298571	86742	1876	78
m13_17	male (13-17)	LU	Luxembourg	438	141	187104	52909	1361	33
u25_34	unknown (25-34)	LU	Luxembourg	2715	625	53595	17807	347	26
u35_44	unknown (35-44)	LU	Luxembourg	2671	621	48197	15945	274	22
u45_54	unknown (45-54)	LU	Luxembourg	2443	581	22610	7054	146	8
u55_64	unknown (55-64)	LU	Luxembourg	1782	516	11135	3225	75	3
u18_24	unknown (18-24)	LU	Luxembourg	2083	502	9739	3231	53	4
u65_	unknown (65+)	LU	Luxembourg	1652	472	8356	2488	51	2
u13_17	unknown (13-17)	LU	Luxembourg	295	122	1494	422	9	0
