advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPD	SPD	47930567748	Facebook	u	unknown	DE	Germany	1879	1	118195	37710	2103	167
Greenpeace Deutschland		22541752487	Facebook	u	unknown	DE	Germany	380	1	105751	37338	777	103
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u	unknown	DE	Germany	450	1	97032	33914	941	143
CDU	CDU	78502295414	Facebook	u	unknown	DE	Germany	2110	1	80065	18963	635	17
European Parliament		178362315106	Facebook	u	unknown	DE	Germany	126	1	70221	31439	545	169
Kialo		729627343834501	Facebook	u	unknown	DE	Germany	508	1	67186	22232	499	110
FDP	FDP	21289227249	Facebook	u	unknown	DE	Germany	681	1	56712	17262	622	29
Campact e.V.	Campact e.V.	82734241364	Facebook	u	unknown	DE	Germany	44	1	54669	23187	342	76
European Greens		141366725876424	Facebook	u	unknown	DE	Germany	62	1	43370	19584	327	91
DIE LINKE	DIE LINKE	47694585682	Facebook	u	unknown	DE	Germany	247	1	39690	13910	203	18
Covestro		150793518281117	Facebook	u	unknown	DE	Germany	16	1	24867	11009	42	13
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	u	unknown	DE	Germany	291	1	22781	6749	218	12
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	u	unknown	DE	Germany	489	1	20456	5218	288	7
Entega		198244400189055	Facebook	u	unknown	DE	Germany	97	1	19218	6328	348	70
UNO-Flüchtlingshilfe		236934790401	Facebook	u	unknown	DE	Germany	77	1	17967	5431	286	44
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	u	unknown	DE	Germany	62	1	16676	6371	55	7
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	u	unknown	DE	Germany	32	1	13775	4248	140	34
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	u	unknown	DE	Germany	43	1	13689	4289	108	19
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	u	unknown	DE	Germany	472	1	12644	1885	663	1
Katarina Barley	SPD	1522202731410785	Facebook	u	unknown	DE	Germany	110	1	12342	3517	108	10
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	u	unknown	DE	Germany	482	1	11902	2635	543	18
Bundesregierung		768905426534529	Facebook	u	unknown	DE	Germany	5	1	11307	4896	94	18
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	u	unknown	DE	Germany	65	1	10357	2436	59	5
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	u	unknown	DE	Germany	41	1	10352	4149	46	5
Danke, Freihandel.	VDMA	226651401514704	Facebook	u	unknown	DE	Germany	198	1	9300	2066	123	4
