country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	stockholm_county	Stockholm County	8264	1273	20211512	6525998	150548	36919
SE	Sweden	vastra_gotaland_county	Västra Götaland County	7637	1129	8187224	2469831	79516	18481
SE	Sweden	skane_county	Skåne County	7473	1127	5209096	1579111	48973	11366
SE	Sweden	ostergotland_county	Östergötland County	6411	896	2176399	611280	17963	3926
SE	Sweden	varmland_county	Värmland County	5976	810	2060712	547517	16939	4507
SE	Sweden	uppsala_county	Uppsala County	6622	914	1939312	475828	12894	3106
SE	Sweden	orebro_county	Örebro County	5984	812	1349597	370951	13059	2088
SE	Sweden	dalarna_county	Dalarna County	5940	818	1089127	284162	8752	2101
SE	Sweden	vasterbotten_county	Västerbotten County	6102	820	1056405	287713	9920	2587
SE	Sweden	norrbotten_county	Norrbotten County	6085	820	975967	299816	8384	1951
SE	Sweden	halland_county	Halland County	6178	846	951978	286270	9914	2681
SE	Sweden	sodermanland_county	Södermanland County	6211	863	818360	235281	7304	2065
SE	Sweden	jonkoping_county	Jönköping County	6154	845	741424	191567	6992	1675
SE	Sweden	vastmanland_county	Västmanland County	6001	823	707832	165435	6560	1379
SE	Sweden	gavleborg_county	Gävleborg County	5976	820	689875	211217	5846	920
SE	Sweden	kalmar_county	Kalmar County	5818	780	631163	152135	5870	1178
SE	Sweden	jamtland_county	Jämtland County	5473	730	495966	128893	5471	1810
SE	Sweden	vasternorrland_county	Västernorrland County	5751	772	410687	113996	4242	970
SE	Sweden	kronoberg_county	Kronoberg County	5766	779	284672	63795	2596	572
SE	Sweden	blekinge_county	Blekinge County	5573	746	222066	57526	2044	449
SE	Sweden	gotland_county	Gotland County	5041	652	105235	20660	1128	184
