recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	MT	Malta	364	77	1307605	395528	9662	385
rd2	Last 2 days	2019-05-11	2019-05-12	MT	Malta	437	80	3043333	959548	23342	1829
rd3	Last 3 days	2019-05-10	2019-05-12	MT	Malta	508	86	5077600	1675924	33041	2565
rd4	Last 4 days	2019-05-09	2019-05-12	MT	Malta	552	91	6681827	2235918	40694	3039
rd5	Last 5 days	2019-05-08	2019-05-12	MT	Malta	597	93	8069596	2697304	47527	3498
rd6	Last 6 days	2019-05-07	2019-05-12	MT	Malta	634	95	9544257	3213842	54978	4197
rw1	Last week	2019-05-06	2019-05-12	MT	Malta	680	97	10970871	3745247	61781	4883
rw2	Last 2 weeks	2019-04-29	2019-05-12	MT	Malta	1061	142	18537658	6251802	95712	7304
rw3	Last 3 weeks	2019-04-22	2019-05-12	MT	Malta	1339	183	22723603	7693420	115251	8759
rw4	Last 4 weeks	2019-04-15	2019-05-12	MT	Malta	1596	242	24005369	8072498	122773	8984
rm1	Last month	2019-04-13	2019-05-12	MT	Malta	1655	263	24582021	8291730	125577	9145
rm2	Last 2 months	2019-03-14	2019-05-12	MT	Malta	2796	570	31444035	10622147	158353	11490
rm3	Last 3 months	2019-02-12	2019-05-12	MT	Malta	3200	639	35115622	11877408	179636	13444
rm6	Last 6 months	2019-01-01	2019-05-12	MT	Malta	3458	674	39294976	13475657	206380	17130
