country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	zuid_holland	Zuid-Holland	5090	1069	6993311	2658938	59396	10265
NL	Netherlands	noord_holland	Noord-Holland	5152	1101	5129778	1772838	52450	7264
NL	Netherlands	gelderland	Gelderland	4560	926	4112457	1533363	29202	4639
NL	Netherlands	north_brabant	North Brabant	4814	995	2582779	994817	22885	4134
NL	Netherlands	limburg	Limburg	4463	937	1643890	530823	12588	1818
NL	Netherlands	utrecht	Utrecht	4322	891	1103625	388843	10002	1271
NL	Netherlands	overijssel	Overijssel	4085	814	761456	284193	7931	878
NL	Netherlands	friesland	Friesland	3676	719	451282	159898	3768	307
NL	Netherlands	groningen	Groningen	3907	767	400408	135536	4321	620
NL	Netherlands	drenthe	Drenthe	3520	686	202943	77054	2306	173
NL	Netherlands	zeeland	Zeeland	3717	753	150463	48515	1431	78
NL	Netherlands	flevoland	Flevoland	3625	717	143730	47277	1526	81
