recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	IT	Italy	2524	601	13749900	5097559	75488	7347
rd2	Last 2 days	2019-05-14	2019-05-15	IT	Italy	2992	644	30660160	11194448	172804	16468
rd3	Last 3 days	2019-05-13	2019-05-15	IT	Italy	3259	678	47573530	17420185	253901	25863
rd4	Last 4 days	2019-05-12	2019-05-15	IT	Italy	3613	724	61652695	22589447	322791	33263
rd5	Last 5 days	2019-05-11	2019-05-15	IT	Italy	3895	760	74549480	27287090	387567	39985
rd6	Last 6 days	2019-05-10	2019-05-15	IT	Italy	4211	804	87743885	31996126	458628	47258
rw1	Last week	2019-05-09	2019-05-15	IT	Italy	4454	835	99729129	36264322	519424	53261
rw2	Last 2 weeks	2019-05-02	2019-05-15	IT	Italy	5962	1091	169719701	61927258	869152	100145
rw3	Last 3 weeks	2019-04-25	2019-05-15	IT	Italy	7029	1394	203967324	74708317	1028260	118879
rw4	Last 4 weeks	2019-04-18	2019-05-15	IT	Italy	7829	1730	222764176	81590683	1126019	130436
rm1	Last month	2019-04-16	2019-05-15	IT	Italy	8158	1880	227284443	83083213	1153828	131891
rm2	Last 2 months	2019-03-17	2019-05-15	IT	Italy	14178	4114	353540887	128039658	1823407	191249
rm3	Last 3 months	2019-02-15	2019-05-15	IT	Italy	16390	4788	416148203	151131627	2137973	222091
rm6	Last 6 months	2019-01-01	2019-05-15	IT	Italy	17344	4882	435311382	158066768	2267008	234808
