country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HU	Hungary	f	female	5396	1548	82418704	33768836	189342	64092
HU	Hungary	m	male	5222	1528	94776929	39259558	227893	75036
HU	Hungary	u	unknown	4446	1160	302352	121146	959	258
