advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
USR Maramureș	USR Maramureș	1750327845246533	Facebook	1k_5k	1k - 5k	1	1	232260	92904	487	97
SPÖ	SPÖ	77393060080	Facebook	1k_5k	1k - 5k	1	1	199999	100000	4999	1000
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	1k_5k	1k - 5k	1	1	195525	78210	454	90
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	1k_5k	1k - 5k	2	1	156420	78210	909	181
Gestion et Action Libérale		AR201311233196949504	Google	1k_5k	1k - 5k	3	1	137693	13769	41308	688
European People’s Party		AR308399267695820800	Google	1k_5k	1k - 5k	3	1	137693	13769	41308	688
Moderaterna	Moderaterna	7719591155	Facebook	1k_5k	1k - 5k	1	1	111080	55540	2571	514
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	1k_5k	1k - 5k	1	1	111080	55540	2571	514
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	1k_5k	1k - 5k	3	1	96385	9179	41308	688
Hämeen Uusi Suunta ry		AR330633591832707072	Google	1k_5k	1k - 5k	2	1	91795	9179	27538	458
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	1k_5k	1k - 5k	2	1	91795	9179	27538	458
Elżbieta Łukacijewska	EPL	271399596270991	Facebook	1k_5k	1k - 5k	1	1	78210	39105	454	90
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	1k_5k	1k - 5k	1	1	45897	4589	13769	229
SPD Berlin		AR257142234632159232	Google	1k_5k	1k - 5k	1	1	45897	4589	13769	229
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	1k_5k	1k - 5k	1	1	45897	4589	13769	229
