country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	f	female	8070	1430	87495456	32358270	333441	33927
EL	Greece	m	male	7815	1413	150972049	55122940	564843	53539
EL	Greece	u	unknown	7070	1340	1358471	497641	5235	551
