week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	RO	Romania	1591	240	79843390	32144293	148586	32449
w019	Week 19	2019-05-06	2019-05-12	RO	Romania	1393	253	88694153	37953694	173035	41451
w018	Week 18	2019-04-29	2019-05-05	RO	Romania	903	226	46611791	20280879	107314	26882
w017	Week 17	2019-04-22	2019-04-28	RO	Romania	1044	287	45834362	19286797	85408	20639
w016	Week 16	2019-04-15	2019-04-21	RO	Romania	1111	341	44901119	19059371	90608	20785
w015	Week 15	2019-04-08	2019-04-14	RO	Romania	1162	424	15361072	6103976	35637	6059
w014	Week 14	2019-04-01	2019-04-07	RO	Romania	954	417	14194024	5391272	34243	5470
w013	Week 13	2019-03-25	2019-03-31	RO	Romania	663	313	9002369	3709558	27956	5271
w012	Week 12	2019-03-18	2019-03-24	RO	Romania	699	318	7990174	2604974	19109	2480
w011	Week 11	2019-03-11	2019-03-17	RO	Romania	409	195	4728793	1528369	9779	1212
w010	Week 10	2019-03-04	2019-03-10	RO	Romania	322	151	3904922	1633379	7865	1253
w009	Week 9	2019-02-25	2019-03-03	RO	Romania	161	82	2701745	1113855	7605	1442
w008	Week 8	2019-02-18	2019-02-24	RO	Romania	133	71	561070	191480	2048	263
w007	Week 7	2019-02-11	2019-02-17	RO	Romania	106	58	1968384	838346	2516	685
w006	Week 6	2019-02-04	2019-02-10	RO	Romania	99	45	1967891	786104	3666	670
w005	Week 5	2019-01-28	2019-02-03	RO	Romania	89	36	344808	92216	693	65
w004	Week 4	2019-01-21	2019-01-27	RO	Romania	72	33	428161	136128	697	103
w003	Week 3	2019-01-14	2019-01-20	RO	Romania	76	37	845487	309833	1089	157
w002	Week 2	2019-01-07	2019-01-13	RO	Romania	64	36	536952	202757	741	119
w001	Week 1	2019-01-01	2019-01-06	RO	Romania	42	20	240706	93619	334	73
