advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
George Simion Unire		294035851052538	Facebook	w002	Week 2	RO	Romania	1	1	147696	73848	77	15
Winkler Gyula		1560147330888040	Facebook	w002	Week 2	RO	Romania	4	1	112453	56060	124	44
Oglinda Timisoarei		1567356746867595	Facebook	w002	Week 2	RO	Romania	3	1	102497	20499	136	21
Ovidiu Raeţchi		1598476677090152	Facebook	w002	Week 2	RO	Romania	1	1	49999	10000	104	21
Play by Play		104897406944750	Facebook	w002	Week 2	RO	Romania	1	1	36363	18181	32	0
USR Sector 3	USR Sector 3	1658924257659048	Facebook	w002	Week 2	RO	Romania	1	1	29999	5999	62	12
Animal Matters	Animal Matters	1439364926329185	Facebook	w002	Week 2	RO	Romania	1	1	10605	5302	9	0
Cristina Iurisniti Deputat USR BN		745975698891864	Facebook	w002	Week 2	RO	Romania	1	1	9090	1818	3	0
garagErasmus Foundation		126673650730964	Facebook	w002	Week 2	RO	Romania	1	1	5403	1080	10	0
Constantin Boliacu - Fost Consilier Local ALDE		1628366507416344	Facebook	w002	Week 2	RO	Romania	1	1	4999	1000	20	0
Pela Case		119283008140727	Facebook	w002	Week 2	RO	Romania	3	1	4402	880	5	0
My Romania Community	My Romania Community	1003402666343078	Facebook	w002	Week 2	RO	Romania	1	1	4253	2127	48	0
USR Sălaj	 Zoltan Takacs	665719730245460	Facebook	w002	Week 2	RO	Romania	1	1	3749	750	15	0
Takacs Zoltan	Takacs Zoltan	1827240594259659	Facebook	w002	Week 2	RO	Romania	1	1	3749	750	15	0
Bogdan Pater		122112937846171	Facebook	w002	Week 2	RO	Romania	1	1	2499	500	10	0
Razvan Popa		128861244581738	Facebook	w002	Week 2	RO	Romania	1	1	2499	1250	5	0
Dean Graziosi		17457692073	Facebook	w002	Week 2	RO	Romania	1	1	2190	1095	9	1
La Pensie		1092535407579725	Facebook	w002	Week 2	RO	Romania	1	1	1599	800	0	0
The Bamboo Brush Society		1152885191422950	Facebook	w002	Week 2	RO	Romania	4	1	803	279	2	0
MasterClass		687589164666184	Facebook	w002	Week 2	RO	Romania	3	1	499	99	5	1
Soviet Visuals		1160495674016675	Facebook	w002	Week 2	RO	Romania	3	1	323	78	1	0
COP23		1812087282376505	Facebook	w002	Week 2	RO	Romania	1	1	280	140	0	0
Professor  Alberto Testa	Alberto Testa	1899667790263172	Facebook	w002	Week 2	RO	Romania	1	1	249	49	5	0
Le Monde		14892757589	Facebook	w002	Week 2	RO	Romania	6	1	246	98	0	0
misterb&b		206250622847748	Facebook	w002	Week 2	RO	Romania	2	1	145	6	10	0
