advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
déi gréng	déi gréng	21710789873	Facebook	rd6	Last 6 days	LU	Luxembourg	37	1	2974285	1298575	15217	4894
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	rd6	Last 6 days	LU	Luxembourg	48	1	1002921	306844	4835	307
déi Lénk	déi Lénk	120444648033670	Facebook	rd6	Last 6 days	LU	Luxembourg	19	1	366309	88893	1782	94
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	rd6	Last 6 days	LU	Luxembourg	19	1	336850	74166	1545	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	rd6	Last 6 days	LU	Luxembourg	12	1	310449	72049	1453	100
European Parliament		178362315106	Facebook	rd6	Last 6 days	LU	Luxembourg	25	1	267305	79107	2118	110
CSV	CSV	56016549775	Facebook	rd6	Last 6 days	LU	Luxembourg	35	1	228746	55230	2157	0
European Greens		141366725876424	Facebook	rd6	Last 6 days	LU	Luxembourg	12	1	174579	69954	1546	329
Volt Luxembourg	Volt Luxembourg	766459183561998	Facebook	rd6	Last 6 days	LU	Luxembourg	10	1	87884	22339	816	0
déi Lénk Déifferdeng	Gary Diderich	134418416573300	Facebook	rd6	Last 6 days	LU	Luxembourg	1	1	49999	10000	99	0
CSJ - Chrëschtlech-Sozial Jugend	CSJ - Chrëschtlech-Sozial Jugend	118614251515164	Facebook	rd6	Last 6 days	LU	Luxembourg	4	1	24996	8000	396	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd6	Last 6 days	LU	Luxembourg	23	1	16292	6734	38	9
Wee2050 / Nee2015	Wee2050 / Nee2015	889354561125041	Facebook	rd6	Last 6 days	LU	Luxembourg	4	1	15990	2999	395	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rd6	Last 6 days	LU	Luxembourg	11	1	11149	3173	117	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	rd6	Last 6 days	LU	Luxembourg	4	1	10685	1987	271	0
Piraten Bezierk Osten		141480992729926	Facebook	rd6	Last 6 days	LU	Luxembourg	1	1	9207	1841	91	18
Piraten Lëtzebuerg		183148710560	Facebook	rd6	Last 6 days	LU	Luxembourg	2	1	5983	1196	118	0
DP-Norden	DP-Norden	133967696651305	Facebook	rd6	Last 6 days	LU	Luxembourg	1	1	4999	1000	99	0
Greenpeace Luxembourg		67370457805	Facebook	rd6	Last 6 days	LU	Luxembourg	1	1	4999	999	99	0
Européens Sans Frontières		668031516635463	Facebook	rd6	Last 6 days	LU	Luxembourg	7	1	4166	1708	7	1
Piraten Bezierk Süden		659368007411223	Facebook	rd6	Last 6 days	LU	Luxembourg	1	1	4165	833	82	0
Klang der Solidarität		385076005313967	Facebook	rd6	Last 6 days	LU	Luxembourg	12	1	3692	1454	7	0
Chris Bernard		764820513891336	Facebook	rd6	Last 6 days	LU	Luxembourg	3	1	2181	363	72	0
VoteWatch Europe		355087424564148	Facebook	rd6	Last 6 days	LU	Luxembourg	7	1	1712	768	3	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	rd6	Last 6 days	LU	Luxembourg	3	1	974	332	1	0
