recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	LU	Luxembourg	415	68	1159581	402062	6977	937
rd2	Last 2 days	2019-05-16	2019-05-17	LU	Luxembourg	445	74	2514570	874877	15414	2418
rd3	Last 3 days	2019-05-15	2019-05-17	LU	Luxembourg	467	78	3664586	1294069	21713	3821
rd4	Last 4 days	2019-05-14	2019-05-17	LU	Luxembourg	502	84	4565663	1617985	26234	4640
rd5	Last 5 days	2019-05-13	2019-05-17	LU	Luxembourg	529	85	5322588	1896883	30327	5344
rd6	Last 6 days	2019-05-12	2019-05-17	LU	Luxembourg	545	89	5925447	2111619	33532	5872
rw1	Last week	2019-05-11	2019-05-17	LU	Luxembourg	581	93	6464609	2310345	36151	6293
rw2	Last 2 weeks	2019-05-04	2019-05-17	LU	Luxembourg	729	116	9484516	3342709	53908	8345
rw3	Last 3 weeks	2019-04-27	2019-05-17	LU	Luxembourg	962	156	12408656	4356455	69907	9642
rw4	Last 4 weeks	2019-04-20	2019-05-17	LU	Luxembourg	1162	194	13041552	4555629	74291	9988
rm1	Last month	2019-04-18	2019-05-17	LU	Luxembourg	1220	216	13240447	4615824	75622	10057
rm2	Last 2 months	2019-03-19	2019-05-17	LU	Luxembourg	2564	584	19466985	6554025	114239	12779
rm3	Last 3 months	2019-02-17	2019-05-17	LU	Luxembourg	2982	659	21071734	7036375	122846	13672
rm6	Last 6 months	2019-01-01	2019-05-17	LU	Luxembourg	3155	694	21514367	7176014	125090	13770
