day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d112	2019-04-22	Podemos	Unidas Podemos	269212336568846	Facebook	174	1	8910891	3952575	48902	12266
d112	2019-04-22	COALICION CANARIA		AR489541609348661248	Google	2966	1	5165638	75199	22444	0
d112	2019-04-22	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	26	1	4559974	1898000	16924	3700
d112	2019-04-22	Ciudadanos	Ciudadanos	74078667754	Facebook	332	1	4168668	1123000	46268	3400
d112	2019-04-22	PSOE	PSOE	189318235003	Facebook	188	1	2646914	1086023	7222	1420
d112	2019-04-22	The Brexit Party	The Brexit Party	230416667843105	Facebook	11	1	1615534	790833	10700	2946
d112	2019-04-22	Partido Popular	Partido Popular	72249031214	Facebook	117	1	1406876	568500	7497	1303
d112	2019-04-22	sp.a	sp.a	57253967150	Facebook	118	1	1403216	592552	6331	1512
d112	2019-04-22	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	15	1	1272417	564841	3606	800
d112	2019-04-22	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	21	1	1213831	563501	3912	897
d112	2019-04-22	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	17	1	934162	414166	2010	541
d112	2019-04-22	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	258	1	919606	58940	1923	0
d112	2019-04-22	Un país moderno	Unidas Podemos	577723459314066	Facebook	33	1	874281	394956	5954	1180
d112	2019-04-22	AMERISOFT SRL		AR573801583431647232	Google	53	1	706343	69240	174	0
d112	2019-04-22	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	34	1	656470	280505	1846	415
d112	2019-04-22	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	19	1	588192	253333	3393	845
d112	2019-04-22	Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	24	1	571864	259905	2279	764
d112	2019-04-22	Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	3	1	566665	283333	2749	550
d112	2019-04-22	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	31	1	556850	246363	2703	540
d112	2019-04-22	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	5	1	541665	254166	838	350
d112	2019-04-22	Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	14	1	524996	251666	1690	472
d112	2019-04-22	Yoigo		206789427328	Facebook	1	1	499999	200000	499	100
d112	2019-04-22	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	24	1	390940	158284	1171	285
d112	2019-04-22	Ujhelyi István dr.	MSZP	734217673259088	Facebook	27	1	369669	151535	932	331
d112	2019-04-22	Compromís	Compromís	194053080624605	Facebook	21	1	366550	155571	1418	288
