day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d135	2019-05-15	European Greens		141366725876424	Facebook	104	1	4619487	2041023	25849	5952
d135	2019-05-15	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	91	1	3425308	1465111	5430	1270
d135	2019-05-15	FDP	FDP	21289227249	Facebook	1370	1	3127528	951121	29550	1478
d135	2019-05-15	Make.org	Make.org	122037308191612	Facebook	26	1	2755479	1212413	14610	3376
d135	2019-05-15	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	194	1	2160605	946285	9674	1922
d135	2019-05-15	Partito Democratico		77034286895	Facebook	125	1	2035046	873820	7516	1323
d135	2019-05-15	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	398	1	1996448	611535	16508	1906
d135	2019-05-15	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	114	1	1875416	779325	6533	1624
d135	2019-05-15	România în primul rând	Future Innovation	770704223323599	Facebook	31	1	1706903	753707	1628	422
d135	2019-05-15	Parlement européen en France	Parlement européen en France	279757933824	Facebook	72	1	1625704	666428	8718	2085
d135	2019-05-15	sp.a	sp.a	57253967150	Facebook	188	1	1477087	513985	6628	1098
d135	2019-05-15	Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	62	1	1282303	583666	4149	1334
d135	2019-05-15	Sign for my Future	Sign for my Future	1345513882259768	Facebook	61	1	1263984	517166	11401	3066
d135	2019-05-15	SPÖ	SPÖ	77393060080	Facebook	512	1	1261283	393416	11186	1582
d135	2019-05-15	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	759	1	1217486	381274	17367	2282
d135	2019-05-15	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	35	1	1109039	498853	813	201
d135	2019-05-15	Open Vld	Open Vld	53668151866	Facebook	179	1	1002440	414250	5637	1345
d135	2019-05-15	Facebook	Facebook	316001081653	Facebook	4	1	999998	400000	9255	2025
d135	2019-05-15	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	9	1	992259	426488	2798	935
d135	2019-05-15	Centerpartiet	Centerpartiet	12690894340	Facebook	203	1	990818	328555	11688	2890
d135	2019-05-15	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	23	1	934206	411928	1806	390
d135	2019-05-15	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	135	1	901374	369328	7847	1680
d135	2019-05-15	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	130	1	860810	267999	2560	86
d135	2019-05-15	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	159	1	853103	289273	15644	3915
d135	2019-05-15	Kyriakos Mitsotakis		34848567724	Facebook	24	1	828325	314666	1424	150
d135	2019-05-15	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	17	1	778564	309047	1388	530
d135	2019-05-15	CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	6	1	761664	326666	1431	491
d135	2019-05-15	DIE LINKE	DIE LINKE	47694585682	Facebook	176	1	708976	249308	3868	234
d135	2019-05-15	Die Grünen	Die Grünen	21759893033	Facebook	55	1	672384	232509	4619	1154
d135	2019-05-15	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	645558	283797	5478	1381
d135	2019-05-15	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	94	1	631137	298323	3033	542
d135	2019-05-15	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1076	1	622174	140976	15117	362
d135	2019-05-15	IKEA	IKEA	112961202185776	Facebook	60	1	615823	249166	2390	350
d135	2019-05-15	DéFI	DéFI	173518112695794	Facebook	158	1	594817	155357	5979	781
d135	2019-05-15	Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	42	1	592180	234967	1895	293
d135	2019-05-15	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	15	1	579995	237500	845	95
d135	2019-05-15	Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	5	1	570832	233333	1083	419
d135	2019-05-15	Declic	Declic	686190454826244	Facebook	19	1	567543	227218	1840	376
d135	2019-05-15	Campact e.V.	Campact e.V.	82734241364	Facebook	32	1	564677	238225	3084	643
d135	2019-05-15	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	21	1	560434	234068	545	209
d135	2019-05-15	Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	145	1	553938	182565	3419	354
d135	2019-05-15	Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	41	1	549648	168333	4174	995
d135	2019-05-15	déi gréng	déi gréng	21710789873	Facebook	21	1	543273	245764	2238	679
d135	2019-05-15	Groen	Groen	84920854319	Facebook	112	1	543050	167337	3450	411
