week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-15	DE	Germany	7886	769	46449516	14226932	584866	34020
w019	Week 19	2019-05-06	2019-05-12	DE	Germany	13197	955	97175664	28032540	1090518	74034
w018	Week 18	2019-04-29	2019-05-05	DE	Germany	10634	921	67855399	19359738	819602	56634
w017	Week 17	2019-04-22	2019-04-28	DE	Germany	4657	866	27474872	8299917	320167	21834
w016	Week 16	2019-04-15	2019-04-21	DE	Germany	4958	1081	32413199	10772291	416244	37776
w015	Week 15	2019-04-08	2019-04-14	DE	Germany	6207	1557	37603624	12023091	521300	43628
w014	Week 14	2019-04-01	2019-04-07	DE	Germany	3334	1408	18480977	5698122	180174	17346
w013	Week 13	2019-03-25	2019-03-31	DE	Germany	3091	1194	21790616	7152922	230956	25296
w012	Week 12	2019-03-18	2019-03-24	DE	Germany	2419	1046	19628764	6929209	183997	26762
w011	Week 11	2019-03-11	2019-03-17	DE	Germany	1589	697	14111528	5153094	130666	21329
w010	Week 10	2019-03-04	2019-03-10	DE	Germany	1305	389	7546014	2781974	55265	6642
w009	Week 9	2019-02-25	2019-03-03	DE	Germany	646	210	4759555	1771987	44121	7366
w008	Week 8	2019-02-18	2019-02-24	DE	Germany	537	181	2670845	968382	23774	3784
w007	Week 7	2019-02-11	2019-02-17	DE	Germany	376	154	2396070	800843	16631	2180
w006	Week 6	2019-02-04	2019-02-10	DE	Germany	317	121	1949779	670497	14328	1262
w005	Week 5	2019-01-28	2019-02-03	DE	Germany	285	108	1304007	483424	9241	1058
w004	Week 4	2019-01-21	2019-01-27	DE	Germany	261	98	2445437	990191	14049	1817
w003	Week 3	2019-01-14	2019-01-20	DE	Germany	218	90	1726104	690967	10816	1751
w002	Week 2	2019-01-07	2019-01-13	DE	Germany	162	76	1093039	377757	6067	966
w001	Week 1	2019-01-01	2019-01-06	DE	Germany	143	60	2853277	1094957	23278	7647
