country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IT	Italy	lombardia	Lombardia	11118	2856	28982478	9816033	185700	13712
IT	Italy	piedmont	Piedmont	10109	2485	19501575	6592615	122543	11388
IT	Italy	lazio	Lazio	9957	2529	19319862	6201334	119656	8054
IT	Italy	emilia_romagna	Emilia-Romagna	10070	2559	13385960	4055827	110608	4448
IT	Italy	veneto	Veneto	9493	2447	13361710	4087069	88899	4265
IT	Italy	campania	Campania	9297	2270	13180563	4346700	79537	5175
IT	Italy	sicilia	Sicilia	8728	2168	11916509	4008887	68429	5198
IT	Italy	tuscany	Tuscany	9310	2414	10829336	3285479	84341	3695
IT	Italy	puglia	Puglia	8952	2204	8376848	2496601	51731	2199
IT	Italy	umbria	Umbria	8053	1998	3395042	941972	27498	608
IT	Italy	liguria	Liguria	8775	2121	2752910	780494	24774	790
IT	Italy	calabria	Calabria	8335	2006	2704602	871907	16363	761
IT	Italy	marche	Marche	8402	2065	2530027	736066	22214	325
IT	Italy	trentino_alto_adige	Trentino-Alto Adige	7881	2008	2525839	704949	20029	1120
IT	Italy	basilicata	Basilicata	7500	1786	2051813	718859	10190	541
IT	Italy	friuli_venezia_giulia	Friuli-Venezia Giulia	8318	2033	1691982	530945	17469	655
IT	Italy	sardinia	Sardinia	7941	1932	1403237	404482	10296	285
IT	Italy	abruzzo	Abruzzo	8260	1978	1394072	390956	13341	267
IT	Italy	aosta_valley	Aosta Valley	6408	1564	196920	52081	1058	16
IT	Italy	molise	Molise	7053	1684	179522	44531	2163	109
