gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	CZ	Czechia	6628	977	37022172	13011740	141617	35170
m	male	CZ	Czechia	6542	971	53624584	18525855	216029	51763
u	unknown	CZ	Czechia	5183	897	357073	123171	1485	358
