advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	SE	Sweden	59	1	12381935	5433997	75765	19012
Moderaterna	Moderaterna	7719591155	Facebook	SE	Sweden	143	1	11486855	4583999	183108	43942
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	SE	Sweden	372	1	6425623	2299997	126402	28180
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	SE	Sweden	44	1	6284953	2842998	69775	16095
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	SE	Sweden	49	1	5817949	2495999	75081	22512
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	SE	Sweden	126	1	4503864	1626997	69804	22133
European Commission	European Commission	107898832590939	Facebook	SE	Sweden	26	1	3311602	1639006	21134	7233
European Parliament	European Parliament	178362315106	Facebook	SE	Sweden	20	1	3268214	1484375	28920	10507
Centerpartiet	Centerpartiet	12690894340	Facebook	SE	Sweden	33	1	3248964	1420998	53153	22401
SSU	SSU	45101268520	Facebook	SE	Sweden	60	1	3185930	1208995	49854	12400
European Greens	European Greens	141366725876424	Facebook	SE	Sweden	9	1	2414554	1104804	31139	9529
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	SE	Sweden	34	1	2182965	721999	16129	5500
Plan International Sverige	Plan International Sverige	382243262003	Facebook	SE	Sweden	32	1	1950968	818000	15110	4593
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	SE	Sweden	47	1	1845953	523000	24629	8353
Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	SE	Sweden	81	1	1529919	340000	10290	2342
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	SE	Sweden	38	1	1411962	437000	11952	2778
Vänsterpartiet Göteborg	Vänsterpartiet Göteborg	175873745789190	Facebook	SE	Sweden	7	1	1399990	539998	15742	3148
Centerpartiets Ungdomsförbund	Centerpartiets Ungdomsförbund	110793008936879	Facebook	SE	Sweden	9	1	1314990	575999	13010	3157
Said till Europaparlamentet	Liberalernas riksorganisation	1509050235995572	Facebook	SE	Sweden	27	1	1036972	344999	14823	3880
Rädda Barnen	Rädda Barnen	72659261793	Facebook	SE	Sweden	96	1	895903	243999	7177	1472
Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	SE	Sweden	11	1	825982	380996	17695	4120
Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	SE	Sweden	14	1	682985	291999	13815	3954
Svenskt Näringsliv	Svenskt Näringsliv	90882504375	Facebook	SE	Sweden	11	1	625988	250999	12232	2750
Abir till Bryssel	Nyberg Claes Otto	252516142116820	Facebook	SE	Sweden	32	1	611967	154999	7877	2435
Operation Smile Sverige	Operation Smile Sverige	161213770567846	Facebook	SE	Sweden	128	1	589872	108000	5516	990
Karin Karlsbro - Liberalerna.	Liberalerna	559163754139097	Facebook	SE	Sweden	8	1	579992	216000	7500	1778
Arba Kokalari	Moderaterna i Stockholms stad och län	355819811185620	Facebook	SE	Sweden	13	1	564987	116000	3749	889
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	SE	Sweden	35	1	527964	183999	6201	1694
Tomas Tobé	Moderaterna	1829725353928210	Facebook	SE	Sweden	35	1	511963	130999	8535	1898
Stefan Löfven	Socialdemokraterna	329885883718979	Facebook	SE	Sweden	1	1	499998	199999	18521	9260
LUF Storstockholm	Emerse	321456164675366	Facebook	SE	Sweden	24	1	493976	143000	2118	611
Nya Moderaterna i Kalmar län	Hemgard Lars Peter	159513904100440	Facebook	SE	Sweden	15	1	489985	104000	4953	1046
Jordens Vänner / Friends of the Earth Sweden	Jordens Vänner / Friends of the Earth Sweden	207890945895422	Facebook	SE	Sweden	9	1	464990	152999	1758	407
Grön Ungdom	Grön Ungdom	113234935374946	Facebook	SE	Sweden	3	1	449995	209999	6019	1481
Magnus Thulin - Centerpartiet	Thulin Magnus Nils Oscar	161302754576832	Facebook	SE	Sweden	14	1	427985	90999	4749	1222
Heléne Fritzon	Socialdemokraterna	767749640051136	Facebook	SE	Sweden	20	1	421980	93000	3869	851
Sverigedemokraterna Kalmar län	Kotanen Mika Erik	117200235024372	Facebook	SE	Sweden	17	1	420983	99000	1165	481
Gustav Hemming	Gustav Hemming (Centerpartiet)	722853564439941	Facebook	SE	Sweden	9	1	410991	114999	7880	1574
Liberalerna Västsverige	Liberalerna Västsverige	106102553268601	Facebook	SE	Sweden	7	1	409992	144999	4629	1759
Vänsterpartiet Malmö	Vänsterpartiet Malmö	170519996379	Facebook	SE	Sweden	17	1	409983	88000	3193	833
Sverige för UNHCR	Viva Media	643137272398136	Facebook	SE	Sweden	3	1	404996	200999	5102	1018
Unga Feminister	Unga Feminister	100642360004457	Facebook	SE	Sweden	9	1	361991	105000	3721	1018
Sverigedemokraterna Värmlands län	Sverigedemokraterna Värmlands län	336384546384299	Facebook	SE	Sweden	10	1	356990	71000	4268	1407
LO Sverige	LO Sverige	163820136238	Facebook	SE	Sweden	3	1	349997	160000	5556	1111
Fredrick Federley	Fredrick Federley	189892183097	Facebook	SE	Sweden	5	1	349994	129999	2777	833
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	SE	Sweden	40	1	334959	72999	2505	574
IF Metall	IF Metall	108492218918	Facebook	SE	Sweden	10	1	330990	102000	2138	453
Jörgen Warborn EU-kandidat	Moderaterna	56002955332	Facebook	SE	Sweden	14	1	315985	77999	4499	981
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	SE	Sweden	7	1	309992	64999	7407	1481
Arabiska Teatern / أرابيسكا تياترن	Arabiska Teatern / أرابيسكا تياترن	996264337099052	Facebook	SE	Sweden	3	1	304996	150999	1435	564
Liberalerna Stenungsund	Emerse	635481149919229	Facebook	SE	Sweden	15	1	303985	72000	1517	379
Socialdemokraterna i Skåne	Socialdemokraterna i Skåne	102414309949126	Facebook	SE	Sweden	14	1	301948	68992	3674	842
Socialdemokraterna i Malmö	Socialdemokraterna i Malmö	133148933394485	Facebook	SE	Sweden	11	1	289989	64000	2267	509
Diakonia	Diakonia	42676805259	Facebook	SE	Sweden	13	1	287986	89999	1721	388
Evin Incir	Socialdemokraterna i Uppsala län	1439778006254125	Facebook	SE	Sweden	9	1	284991	66000	2592	574
Moderaterna i Örebro län	Moderaterna i Örebro län	1622018661360930	Facebook	SE	Sweden	11	1	276989	58000	3934	1092
Emma Wiesner	Emma Wiesner (Centerpartiet)	653072158104424	Facebook	SE	Sweden	18	1	271976	59998	2054	435
David Lega	Kristdemokraterna	251829904829983	Facebook	SE	Sweden	7	1	269993	60000	3240	648
Liberalerna Botkyrka	Emerse	529270410491237	Facebook	SE	Sweden	60	1	269940	59000	1448	203
Liberalerna Region Uppsala	Emerse	760092737373457	Facebook	SE	Sweden	9	1	265991	52999	1351	351
Skogsindustrierna	Skogsindustrierna 	182933185135	Facebook	SE	Sweden	3	1	259997	115000	1435	564
Annie Lööf	Centerpartiet	118943054880945	Facebook	SE	Sweden	6	1	259939	54974	1665	416
Miljöpartiet Västra Götaland	Miljöpartiet Västra Götaland	835842266433861	Facebook	SE	Sweden	12	1	254988	87000	3240	1009
En Företagares Vardag	Eriksson Mats Ove	347852331958080	Facebook	SE	Sweden	21	1	246978	57999	1905	463
Henrik Sundström - M	Sundström Claes Henrik	180745369170	Facebook	SE	Sweden	10	1	239990	54000	1527	444
Socialdemokraterna Västmanland	Socialdemokraterna Västmanland	439408222749809	Facebook	SE	Sweden	8	1	234992	56000	2916	611
Sverigedemokraterna Region Stockholm	SD Stockholm	1729304067391998	Facebook	SE	Sweden	10	1	234989	49999	2267	537
Socialdemokraterna Örebro kommun	Nerelius Carin Isabelle	223141487866750	Facebook	SE	Sweden	11	1	232989	52000	2564	537
Eric Luth	Eric Luth – Centerpartiet	757931234599499	Facebook	SE	Sweden	7	1	229993	55000	2499	555
