recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	BG	Bulgaria	315	74	2428635	895735	6968	726
rd2	Last 2 days	2019-05-16	2019-05-17	BG	Bulgaria	346	82	4960320	1820458	15056	1456
rd3	Last 3 days	2019-05-15	2019-05-17	BG	Bulgaria	374	88	6803263	2447129	20099	1793
rd4	Last 4 days	2019-05-14	2019-05-17	BG	Bulgaria	404	93	9229147	3388777	24916	2200
rd5	Last 5 days	2019-05-13	2019-05-17	BG	Bulgaria	436	96	10704500	3929352	28821	2488
rd6	Last 6 days	2019-05-12	2019-05-17	BG	Bulgaria	497	99	12076415	4427969	32452	2734
rw1	Last week	2019-05-11	2019-05-17	BG	Bulgaria	534	101	13376453	4882711	35772	3045
rw2	Last 2 weeks	2019-05-04	2019-05-17	BG	Bulgaria	715	139	18444196	6667817	53062	4067
rw3	Last 3 weeks	2019-04-27	2019-05-17	BG	Bulgaria	910	190	21972847	8111240	63397	5621
rw4	Last 4 weeks	2019-04-20	2019-05-17	BG	Bulgaria	1077	231	24116871	8934692	71295	7017
rm1	Last month	2019-04-18	2019-05-17	BG	Bulgaria	1119	250	24613363	9140717	74162	7454
rm2	Last 2 months	2019-03-19	2019-05-17	BG	Bulgaria	2183	596	36828241	14138285	112836	13847
rm3	Last 3 months	2019-02-17	2019-05-17	BG	Bulgaria	2502	677	38512442	14818765	119123	14912
rm6	Last 6 months	2019-01-01	2019-05-17	BG	Bulgaria	2643	718	38976005	15001526	120662	15050
