advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w010	Week 10	ES	Spain	12	1	1606972	732598	2569	522
Ingredientes que Suman		586540488142205	Facebook	w010	Week 10	ES	Spain	2	1	1009967	504984	597	99
AIESEC in Spain		114175352124	Facebook	w010	Week 10	ES	Spain	1	1	333332	133333	332	66
Fútbol Santander		116723261685431	Facebook	w010	Week 10	ES	Spain	1	1	244730	122365	21	0
Kialo		729627343834501	Facebook	w010	Week 10	ES	Spain	15	1	221318	88926	804	163
WWF España		57973661707	Facebook	w010	Week 10	ES	Spain	2	1	209998	105000	598	100
Avaaz	Avaaz	8340223883	Facebook	w010	Week 10	ES	Spain	7	1	203258	92853	856	206
Iberf Formación Agraria		1374326459524978	Facebook	w010	Week 10	ES	Spain	2	1	176189	78095	136	0
Apodemia		115927088504184	Facebook	w010	Week 10	ES	Spain	2	1	149998	60000	198	0
One Oak Brand		501399723379605	Facebook	w010	Week 10	ES	Spain	9	1	144990	34999	891	0
Coconut Bowls		451945511677873	Facebook	w010	Week 10	ES	Spain	50	1	142686	38034	452	0
Colores Contra la Violencia		491948314339036	Facebook	w010	Week 10	ES	Spain	4	1	126630	49166	323	0
Ecoembes		322056604527477	Facebook	w010	Week 10	ES	Spain	1	1	124999	62499	311	62
Unidad X Alguazas		355806221273688	Facebook	w010	Week 10	ES	Spain	4	1	112496	25500	346	0
Irene Montero	Unidas Podemos	699285113542248	Facebook	w010	Week 10	ES	Spain	3	1	110996	54999	696	99
RefugiadosSOS		550220551831041	Facebook	w010	Week 10	ES	Spain	99	1	110900	2999	9800	0
MÁS		483644595439893	Facebook	w010	Week 10	ES	Spain	1	1	99999	50000	499	100
Mundo Sin Fronteras		764047283950662	Facebook	w010	Week 10	ES	Spain	77	1	88914	2999	7622	0
EOI		155260568096	Facebook	w010	Week 10	ES	Spain	1	1	79999	32000	79	16
Pementos Carmucha		400617083476221	Facebook	w010	Week 10	ES	Spain	2	1	59998	15000	176	0
Alfonso Fernández Mañueco		298038292814	Facebook	w010	Week 10	ES	Spain	2	1	54998	11000	198	0
Charmed Aroma		260189510813687	Facebook	w010	Week 10	ES	Spain	2	1	51986	10397	68	0
Alcalde Augusto Hidalgo		1690612797840224	Facebook	w010	Week 10	ES	Spain	2	1	50998	10000	198	0
Stop Cambio Climático		124967441456981	Facebook	w010	Week 10	ES	Spain	7	1	50381	20600	276	35
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Andres Collado Quereda	154616807805	Facebook	w010	Week 10	ES	Spain	1	1	49999	10000	99	0
