week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-13	ES	Spain	3180	166	4308349	1517732	52988	1988
w019	Week 19	2019-05-06	2019-05-12	ES	Spain	3983	293	34730062	12919541	340724	22287
w018	Week 18	2019-04-29	2019-05-05	ES	Spain	2908	292	18364120	6595249	152220	10980
w017	Week 17	2019-04-22	2019-04-28	ES	Spain	9050	419	247830852	98240117	1879984	302407
w016	Week 16	2019-04-15	2019-04-21	ES	Spain	6513	454	136968229	47454101	895063	97398
w015	Week 15	2019-04-08	2019-04-14	ES	Spain	2096	599	41094296	17195278	212906	39778
w014	Week 14	2019-04-01	2019-04-07	ES	Spain	1256	526	11168524	4474227	53595	6712
w013	Week 13	2019-03-25	2019-03-31	ES	Spain	1080	434	13720147	5760651	65053	9686
w012	Week 12	2019-03-18	2019-03-24	ES	Spain	1250	411	7893715	2890534	69230	3670
w011	Week 11	2019-03-11	2019-03-17	ES	Spain	751	301	10458762	3918248	59476	7518
w010	Week 10	2019-03-04	2019-03-10	ES	Spain	752	270	6816792	2639518	42924	1738
w009	Week 9	2019-02-25	2019-03-03	ES	Spain	282	114	2373560	957831	9259	657
w008	Week 8	2019-02-18	2019-02-24	ES	Spain	212	90	2651047	1164857	6269	770
w007	Week 7	2019-02-11	2019-02-17	ES	Spain	191	76	3758266	1597443	22487	7493
w006	Week 6	2019-02-04	2019-02-10	ES	Spain	172	63	1826746	666900	10177	1404
w005	Week 5	2019-01-28	2019-02-03	ES	Spain	191	60	2211022	911502	6729	642
w004	Week 4	2019-01-21	2019-01-27	ES	Spain	271	50	1735593	553330	17514	474
w003	Week 3	2019-01-14	2019-01-20	ES	Spain	137	49	816533	328915	3186	460
w002	Week 2	2019-01-07	2019-01-13	ES	Spain	106	41	349137	107692	2570	239
w001	Week 1	2019-01-01	2019-01-06	ES	Spain	96	38	456328	161191	2815	331
