advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
sp.a	sp.a	57253967150	Facebook	BE	Belgium	232	1	28804736	12014986	136967	31799
Vlaams Belang	Vlaams Belang	56605856504	Facebook	BE	Belgium	57	1	20775943	9528000	137443	31900
European Parliament		178362315106	Facebook	BE	Belgium	149	1	18593313	8169970	120490	25412
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	BE	Belgium	90	1	18333870	7764983	164009	38699
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	BE	Belgium	91	1	17876727	7710925	48007	10899
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	BE	Belgium	98	1	7470553	2680930	18001	2900
Peter Mertens	PVDA	236485149843971	Facebook	BE	Belgium	540	1	5444545	1610727	73779	6191
Groen	Groen	84920854319	Facebook	BE	Belgium	133	1	5107198	1749643	26460	3599
Open Vld	Open Vld	53668151866	Facebook	BE	Belgium	238	1	4867566	1820962	43859	6499
John Crombez	sp.a	264131406977201	Facebook	BE	Belgium	65	1	4027934	1380999	29834	6399
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	BE	Belgium	103	1	3709812	1275978	34394	8299
Kialo		729627343834501	Facebook	BE	Belgium	372	1	3472941	1361707	26416	5868
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	BE	Belgium	74	1	3325925	1275999	8925	400
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	BE	Belgium	95	1	2782056	1045696	21294	3298
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	BE	Belgium	13	1	2699819	1139962	13485	4199
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	BE	Belgium	13	1	2404966	990992	11586	2899
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	BE	Belgium	28	1	2115952	815996	33371	8399
CD&V	CD&V	52997544531	Facebook	BE	Belgium	74	1	2000921	567997	10925	900
Facebook Brussels	Facebook	287739491272583	Facebook	BE	Belgium	16	1	1969983	779999	20583	4899
IKEA	IKEA	112961202185776	Facebook	BE	Belgium	15	1	1859974	774994	6484	1799
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	BE	Belgium	81	1	1725159	532519	5615	200
European Greens		141366725876424	Facebook	BE	Belgium	12	1	1613808	660620	9984	2295
Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	BE	Belgium	76	1	1371924	407000	9124	399
Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	BE	Belgium	5	1	1349995	560000	12095	3000
Sign for my Future		1345513882259768	Facebook	BE	Belgium	5	1	1201995	500000	11195	2500
Greenpeace Belgium		73232790238	Facebook	BE	Belgium	77	1	1186891	448990	12422	1199
European Youth Forum		80161254850	Facebook	BE	Belgium	2	1	1002616	499809	5086	997
Bart De Wever		24079407056	Facebook	BE	Belgium	2	1	999998	400000	5998	1500
sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	BE	Belgium	26	1	995510	363907	4173	400
DéFI	DéFI	173518112695794	Facebook	BE	Belgium	47	1	994731	312943	6751	799
Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	BE	Belgium	13	1	986986	365999	3486	1099
Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	BE	Belgium	82	1	853918	252000	8518	100
Unis pour les Droits Humains		1642871805813802	Facebook	BE	Belgium	17	1	848969	365536	797	28
Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	BE	Belgium	99	1	839901	177000	11401	399
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	BE	Belgium	79	1	830439	260148	3631	280
Le racisme, vous valez mieux que ça		1858720887787052	Facebook	BE	Belgium	5	1	809995	325000	2595	800
L'OCCITANE en Provence		161197393938517	Facebook	BE	Belgium	5	1	804991	320998	2694	1099
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	BE	Belgium	36	1	804917	225742	5557	499
Johan Van Overtveldt		275607285891320	Facebook	BE	Belgium	10	1	785990	296000	2690	700
Thuisverpleging		372390586890911	Facebook	BE	Belgium	9	1	769834	318762	1285	99
Gelijke kansen - Egalité des chances		1757055917947545	Facebook	BE	Belgium	92	1	758903	199999	9107	0
Cheops		1114045328715740	Facebook	BE	Belgium	2	1	699998	300000	1998	1000
Marie Arena		109149719130331	Facebook	BE	Belgium	20	1	615976	215999	2379	100
Solvari België		118790941561498	Facebook	BE	Belgium	6	1	614988	222997	6293	1199
Conner Rousseau	Conner Rousseau	942750852588816	Facebook	BE	Belgium	27	1	569925	142989	5072	599
ExxonMobil		925007000949719	Facebook	BE	Belgium	26	1	567971	122001	4519	623
The Bamboo Brush Society		1152885191422950	Facebook	BE	Belgium	40	1	564336	188398	4246	623
Ecolo	Ecolo	38296327361	Facebook	BE	Belgium	8	1	563989	211999	1591	199
Hans Maes		1181238155301995	Facebook	BE	Belgium	36	1	561522	143711	4749	297
CD&V Limburg	CD&V Limburg	495564387205601	Facebook	BE	Belgium	18	1	559854	123974	3780	499
Salsa Rica Dance Company		727875134045965	Facebook	BE	Belgium	2	1	549653	209867	997	199
Sabine de Bethune		254157758598438	Facebook	BE	Belgium	12	1	535987	175999	2387	299
Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	BE	Belgium	132	1	528720	103966	13066	0
Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	BE	Belgium	14	1	521985	136999	4285	999
UNHCR Belgium		948453825344452	Facebook	BE	Belgium	1	1	499999	200000	4999	1000
Manu Diericx	Diericx Manu Romain C	311729416012864	Facebook	BE	Belgium	16	1	499984	160000	1984	100
Vluchtelingenwerk Vlaanderen		81497097451	Facebook	BE	Belgium	7	1	499933	189988	692	0
Klang der Solidarität		385076005313967	Facebook	BE	Belgium	40	1	479361	183329	905	76
WWF-Belgium		110844205773	Facebook	BE	Belgium	22	1	475971	181998	2977	199
Christian Leysen	Christian Leysen	403864600161608	Facebook	BE	Belgium	11	1	439731	156895	8769	1698
Kris Peeters	Kris Peeters	192181027566488	Facebook	BE	Belgium	11	1	419989	87000	1889	200
UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	BE	Belgium	11	1	419988	113999	3888	699
Michael Freilich - 5de plaats Kamer		609777409464271	Facebook	BE	Belgium	10	1	415958	115989	3389	599
