day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d137	2019-05-17	LV	Latvia	244	64	958196	305825	4667	180
d136	2019-05-16	LV	Latvia	280	70	1264183	412614	5901	339
d135	2019-05-15	LV	Latvia	240	67	993100	331498	3725	288
d134	2019-05-14	LV	Latvia	224	65	1041835	339840	3367	288
d133	2019-05-13	LV	Latvia	214	57	839802	305361	2912	270
d132	2019-05-12	LV	Latvia	192	58	735508	277790	2648	274
d131	2019-05-11	LV	Latvia	218	60	770635	287733	2740	274
d130	2019-05-10	LV	Latvia	203	59	686104	248992	2369	249
d129	2019-05-09	LV	Latvia	186	57	494848	185124	2006	176
d128	2019-05-08	LV	Latvia	170	60	353274	142648	1548	164
d127	2019-05-07	LV	Latvia	172	58	837897	352787	3731	539
d126	2019-05-06	LV	Latvia	166	54	805232	331357	3458	489
d125	2019-05-05	LV	Latvia	180	60	471186	176411	2418	158
d124	2019-05-04	LV	Latvia	181	60	817030	321210	4156	650
d123	2019-05-03	LV	Latvia	186	68	706922	257066	3623	569
d122	2019-05-02	LV	Latvia	176	71	735979	262596	3786	633
d121	2019-05-01	LV	Latvia	168	68	684168	248678	3723	634
d120	2019-04-30	LV	Latvia	193	71	704362	251495	3601	639
d119	2019-04-29	LV	Latvia	213	68	692166	246555	3496	627
d118	2019-04-28	LV	Latvia	190	64	316922	98849	1230	144
d117	2019-04-27	LV	Latvia	194	69	351728	108882	1702	247
d116	2019-04-26	LV	Latvia	232	75	418117	121853	2027	289
d115	2019-04-25	LV	Latvia	206	76	376257	108754	1735	216
d114	2019-04-24	LV	Latvia	183	75	211171	72039	985	139
d113	2019-04-23	LV	Latvia	205	73	166814	65850	741	123
d112	2019-04-22	LV	Latvia	168	71	49149	13730	205	23
d111	2019-04-21	LV	Latvia	185	72	56977	16597	230	30
d110	2019-04-20	LV	Latvia	206	79	98012	23946	691	26
d109	2019-04-19	LV	Latvia	220	84	226664	81422	964	65
d108	2019-04-18	LV	Latvia	214	84	146408	38553	864	54
