advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
sp.a	sp.a	57253967150	Facebook	BE	Belgium	452	1	44573511	17919985	215147	46099
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	BE	Belgium	132	1	30583612	12796894	100665	26098
Vlaams Belang	Vlaams Belang	56605856504	Facebook	BE	Belgium	74	1	28725926	13178000	196426	47000
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	BE	Belgium	120	1	25404840	10994983	216779	50999
European Parliament		178362315106	Facebook	BE	Belgium	174	1	17380399	7433002	118372	25712
Open Vld	Open Vld	53668151866	Facebook	BE	Belgium	359	1	13498791	5119775	93536	17999
Sign for my Future	Sign for my Future	1345513882259768	Facebook	BE	Belgium	105	1	12615896	5355000	101995	25700
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	BE	Belgium	116	1	11654932	5536524	45379	9299
Groen	Groen	84920854319	Facebook	BE	Belgium	206	1	8767035	3021421	46980	6699
John Crombez	sp.a	264131406977201	Facebook	BE	Belgium	92	1	7698907	3120999	46207	9599
Peter Mertens	PVDA	236485149843971	Facebook	BE	Belgium	581	1	7641722	2298517	90910	10284
Facebook Brussels	Facebook	287739491272583	Facebook	BE	Belgium	16	1	7449985	3280000	63484	16300
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	BE	Belgium	84	1	6708796	2820950	131213	30399
IKEA	IKEA	112961202185776	Facebook	BE	Belgium	78	1	6345906	2614992	22421	4499
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	BE	Belgium	150	1	5401765	1863978	60247	13199
European Greens		141366725876424	Facebook	BE	Belgium	79	1	5293054	2191710	38784	9271
DéFI	DéFI	173518112695794	Facebook	BE	Belgium	176	1	5184602	1453943	41522	6299
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	BE	Belgium	122	1	5042878	1711371	31762	5797
