advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	u	unknown	IE	Ireland	37	1	61846	27418	455	92
European Parliament		178362315106	Facebook	u	unknown	IE	Ireland	101	1	57314	24138	423	75
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	u	unknown	IE	Ireland	188	1	43018	13627	240	38
European Greens		141366725876424	Facebook	u	unknown	IE	Ireland	44	1	24200	11593	182	50
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	u	unknown	IE	Ireland	3	1	20839	10419	101	20
Fine Gael	Fine Gael	264172043210	Facebook	u	unknown	IE	Ireland	8	1	20059	8671	96	30
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	u	unknown	IE	Ireland	29	1	12433	2843	73	4
Kialo		729627343834501	Facebook	u	unknown	IE	Ireland	341	1	11414	4813	73	19
Fianna Fáil	Fianna Fáil	222629035132	Facebook	u	unknown	IE	Ireland	35	1	10833	3265	42	6
Sean Kelly MEP		340786422717552	Facebook	u	unknown	IE	Ireland	70	1	9515	3537	85	5
Matt Carthy	Carthy Matt	580216935345125	Facebook	u	unknown	IE	Ireland	22	1	9149	2111	26	1
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	u	unknown	IE	Ireland	11	1	6254	2155	26	3
Guy Verhofstadt		99985820015	Facebook	u	unknown	IE	Ireland	2	1	6110	2291	12	5
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	u	unknown	IE	Ireland	15	1	5926	1659	20	4
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	u	unknown	IE	Ireland	8	1	5628	2025	19	3
Department of Foreign Affairs and Trade		449282445418073	Facebook	u	unknown	IE	Ireland	1	1	5614	2245	56	11
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	u	unknown	IE	Ireland	5	1	5473	2509	36	15
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	u	unknown	IE	Ireland	11	1	5417	1180	14	0
Oxfam		201612129410	Facebook	u	unknown	IE	Ireland	5	1	4983	2470	21	7
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u	unknown	IE	Ireland	39	1	4957	1783	26	4
Facebook Ireland	Facebook Ireland	43110923010	Facebook	u	unknown	IE	Ireland	4	1	4915	2457	24	12
Labour Party	Labour Party	164027949687	Facebook	u	unknown	IE	Ireland	8	1	4777	2252	21	4
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	u	unknown	IE	Ireland	12	1	4735	1268	31	4
merrionstreet.ie		116635611711738	Facebook	u	unknown	IE	Ireland	2	1	4642	2321	14	2
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	u	unknown	IE	Ireland	9	1	3686	1295	13	1
