advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	bucharest	Bucharest	RO	Romania	5	1	53397	21781	129	25
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	bucharest	Bucharest	RO	Romania	1	1	49992	9998	20	0
USR Sector 2	Uniunea Salvați România	706663502771254	Facebook	bucharest	Bucharest	RO	Romania	1	1	49123	9824	103	20
PNL Bucuresti	Rus Alexandra	678840505584990	Facebook	bucharest	Bucharest	RO	Romania	2	1	14998	6000	41	0
USR Sector 6	Uniunea Salvati Romania	1656475137918717	Facebook	bucharest	Bucharest	RO	Romania	2	1	14769	5885	41	0
European Parliament	European Parliament	178362315106	Facebook	bucharest	Bucharest	RO	Romania	1	1	6549	2619	13	6
Radu Mihaiu	Mihaiu Radu-Nicolae	689386518104305	Facebook	bucharest	Bucharest	RO	Romania	1	1	4999	1000	20	0
Simona Maria Vlădica	Amerisoft	236992636715917	Facebook	bucharest	Bucharest	RO	Romania	2	1	4244	1079	8	1
Greenpeace Romania	Greenpeace Romania	291132089193	Facebook	bucharest	Bucharest	RO	Romania	10	1	2523	490	8	0
Romania #nuepsd	Future Innovation	293215748279337	Facebook	bucharest	Bucharest	RO	Romania	1	1	1390	556	0	0
Dacian Cioloş	PLUS	107543802616247	Facebook	bucharest	Bucharest	RO	Romania	1	1	1360	272	2	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	bucharest	Bucharest	RO	Romania	3	1	1222	460	1	0
Good Affairs		750408395070231	Facebook	bucharest	Bucharest	RO	Romania	1	1	999	0	20	0
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	bucharest	Bucharest	RO	Romania	2	1	932	466	1	0
European Commission	European Commission	107898832590939	Facebook	bucharest	Bucharest	RO	Romania	2	1	802	401	2	0
Viorel Catarama	Dreapta Liberala	795022763862618	Facebook	bucharest	Bucharest	RO	Romania	2	1	577	115	1	0
Nicu Ștefănuță	Uniunea Salvați România - USR	279454772645662	Facebook	bucharest	Bucharest	RO	Romania	2	1	436	218	0	0
Virgil Popescu	POPESCU VIRGIL-DANIEL	1641765056062575	Facebook	bucharest	Bucharest	RO	Romania	1	1	342	68	0	0
Gregoriana Tudoran	Tudoran Gregoriana Carmen	1985293741779690	Facebook	bucharest	Bucharest	RO	Romania	2	1	277	53	0	0
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	bucharest	Bucharest	RO	Romania	2	1	227	85	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	bucharest	Bucharest	RO	Romania	2	1	168	46	0	0
Cristian Ghinea	Uniunea Salvați România	269505079808785	Facebook	bucharest	Bucharest	RO	Romania	2	1	149	58	0	0
Raluca Amariei	USR Sibiu	183087692172986	Facebook	bucharest	Bucharest	RO	Romania	1	1	135	67	0	0
Dreapta Liberală - DL	Dreapta Liberala	1881461575305499	Facebook	bucharest	Bucharest	RO	Romania	4	1	124	22	0	0
Iulian Lorincz	Uniunea Salvați România - USR	924354934394338	Facebook	bucharest	Bucharest	RO	Romania	1	1	84	16	0	0
Mihai Goţiu	Uniunea Salvați România	602280189818804	Facebook	bucharest	Bucharest	RO	Romania	1	1	83	41	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	bucharest	Bucharest	RO	Romania	2	1	69	16	0	0
MH TIMES	MINCULEASA CLAUDIU-NICOLAE	559977200816313	Facebook	bucharest	Bucharest	RO	Romania	2	1	54	10	0	0
Corina Cretu	Corina Cretu	200813406761691	Facebook	bucharest	Bucharest	RO	Romania	1	1	43	8	0	0
Socioblog.ro	ZODIAN ALEXANDRU-SERBAN	815735411826201	Facebook	bucharest	Bucharest	RO	Romania	1	1	29	5	0	0
Partidul Mișcarea Populară	Amerisoft	581911828514783	Facebook	bucharest	Bucharest	RO	Romania	1	1	12	2	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	bucharest	Bucharest	RO	Romania	1	1	4	2	0	0
RMDSZ	RMDSZ	102601499822802	Facebook	bucharest	Bucharest	RO	Romania	6	1	3	0	0	0
Cristian Bușoi	Rus Alexandra	112332998808842	Facebook	bucharest	Bucharest	RO	Romania	1	1	3	0	0	0
Kelemen Hunor	RMDSZ	175293925828191	Facebook	bucharest	Bucharest	RO	Romania	1	1	2	0	0	0
Erdélyi magyarok Orbán Viktor mellett	Erdélyi magyarok Orbán Viktor mellett	1537537942983268	Facebook	bucharest	Bucharest	RO	Romania	3	1	0	0	0	0
Legyen ELÉG	Legyen Elég	1500893963467932	Facebook	bucharest	Bucharest	RO	Romania	2	1	0	0	0	0
Todoran Adrian	Deputat Adrian Todoran	378450619599004	Facebook	bucharest	Bucharest	RO	Romania	1	1	0	0	0	0
Kárpát-medencei Magyar Összefogás	Kárpát-medencei Magyar Összefogás	221361328752151	Facebook	bucharest	Bucharest	RO	Romania	1	1	0	0	0	0
