region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
alba_county	Alba County	RO	Romania	87	42	3919	1156	9	1
arad_county	Arad County	RO	Romania	69	33	12316	5916	25	1
arges_county	Argeș County	RO	Romania	72	36	56258	11694	204	1
bacau_county	Bacău County	RO	Romania	74	34	14637	6708	112	23
bihor_county	Bihor County	RO	Romania	84	38	455687	163970	765	127
bistrita_nasaud_county	Bistrița-Năsăud County	RO	Romania	79	37	53529	10584	150	21
botosani_county	Botoșani County	RO	Romania	64	32	2281	851	4	0
brasov_county	Brașov County	RO	Romania	77	35	3688	1396	7	1
braila_county	Brăila County	RO	Romania	62	32	1511	603	3	0
bucharest	Bucharest	RO	Romania	78	39	210137	61682	421	58
buzau_county	Buzău County	RO	Romania	65	35	52498	10972	109	22
caras_severin_county	Caraș-Severin County	RO	Romania	69	35	56205	11487	43	0
cluj_county	Cluj County	RO	Romania	83	36	128952	33217	105	3
constanta_county	Constanța County	RO	Romania	81	35	75847	17803	419	4
covasna_county	Covasna County	RO	Romania	71	32	5026	1273	10	0
calarasi_county	Călărași County	RO	Romania	59	31	1092	344	1	0
dolj_county	Dolj County	RO	Romania	65	32	9566	2923	18	4
dambovita_county	Dâmbovița County	RO	Romania	60	32	1877	774	2	0
galati_county	Galați County	RO	Romania	75	36	123754	28494	384	128
giurgiu_county	Giurgiu County	RO	Romania	55	30	408	127	0	0
gorj_county	Gorj County	RO	Romania	65	34	19886	7151	69	1
harghita_county	Harghita County	RO	Romania	85	39	18752	4460	39	0
hunedoara_county	Hunedoara County	RO	Romania	81	40	273728	54941	611	112
ialomita_county	Ialomița County	RO	Romania	56	30	1338	429	2	0
iasi_county	Iași County	RO	Romania	69	35	21411	5478	76	3
ilfov_county	Ilfov County	RO	Romania	57	33	505	127	1	0
maramures_county	Maramureș County	RO	Romania	76	36	511774	205089	1092	211
mehedinti_county	Mehedinți County	RO	Romania	60	32	1696	500	3	0
mures_county	Mureș County	RO	Romania	89	39	39847	9874	159	1
neamt_county	Neamț County	RO	Romania	65	33	7661	2037	25	1
