week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	PT	Portugal	225	85	4646666	2071226	10239	1900
w018	Week 18	2019-04-29	2019-05-05	PT	Portugal	388	122	5020674	2296048	14825	3649
w017	Week 17	2019-04-22	2019-04-28	PT	Portugal	784	166	3425767	1449556	14094	2585
w016	Week 16	2019-04-15	2019-04-21	PT	Portugal	943	201	3998581	1645602	10127	1385
w015	Week 15	2019-04-08	2019-04-14	PT	Portugal	1040	349	8089265	3155506	26716	4177
w014	Week 14	2019-04-01	2019-04-07	PT	Portugal	770	329	5216350	1985150	17202	2289
w013	Week 13	2019-03-25	2019-03-31	PT	Portugal	597	271	3543435	1315666	13286	1776
w012	Week 12	2019-03-18	2019-03-24	PT	Portugal	510	225	2767457	1033506	9029	615
w011	Week 11	2019-03-11	2019-03-17	PT	Portugal	358	174	3205284	1270931	11011	1659
w010	Week 10	2019-03-04	2019-03-10	PT	Portugal	362	173	4913951	1915019	14803	2073
w009	Week 9	2019-02-25	2019-03-03	PT	Portugal	156	83	636549	236875	1943	215
w008	Week 8	2019-02-18	2019-02-24	PT	Portugal	111	62	560639	237506	2054	289
w007	Week 7	2019-02-11	2019-02-17	PT	Portugal	85	52	179479	56137	997	32
w006	Week 6	2019-02-04	2019-02-10	PT	Portugal	71	39	384692	140055	1493	182
w005	Week 5	2019-01-28	2019-02-03	PT	Portugal	87	32	77687	33576	351	27
w004	Week 4	2019-01-21	2019-01-27	PT	Portugal	74	28	96396	37370	586	67
w003	Week 3	2019-01-14	2019-01-20	PT	Portugal	92	34	398719	146981	1755	256
w002	Week 2	2019-01-07	2019-01-13	PT	Portugal	56	26	297953	96786	1002	105
w001	Week 1	2019-01-01	2019-01-06	PT	Portugal	55	25	813848	308260	1594	210
