country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	m25_34	male (25-34)	43756	4893	94666384	33383025	1082467	151582
UK	United Kingdom	f25_34	female (25-34)	43963	4946	88983385	31617922	1015021	149514
UK	United Kingdom	m45_54	male (45-54)	46256	4743	82742570	27686534	1048256	142988
UK	United Kingdom	m35_44	male (35-44)	46858	4850	82564449	28183670	1003328	141910
UK	United Kingdom	f35_44	female (35-44)	47332	4923	75946965	25916233	977301	138598
UK	United Kingdom	f18_24	female (18-24)	40273	4622	75026559	27186299	797462	109651
UK	United Kingdom	f45_54	female (45-54)	46934	4817	72151488	24169047	989009	136138
UK	United Kingdom	m55_64	male (55-64)	44443	4496	67028024	21986074	859081	111399
UK	United Kingdom	m18_24	male (18-24)	40331	4582	63984729	22480133	727420	89929
UK	United Kingdom	f55_64	female (55-64)	45090	4540	63656317	20946694	894550	118951
UK	United Kingdom	f65_	female (65+)	42703	4244	59602110	19400318	831487	107475
UK	United Kingdom	m65_	male (65+)	42141	4182	52588945	17083617	686467	87491
UK	United Kingdom	f13_17	female (13-17)	3052	873	3991062	1238927	31540	1090
UK	United Kingdom	u45_54	unknown (45-54)	34522	4105	2725328	913668	36894	5253
UK	United Kingdom	m13_17	male (13-17)	3118	863	2683543	865617	24657	915
UK	United Kingdom	u35_44	unknown (35-44)	34362	4213	2663567	908657	33727	4891
UK	United Kingdom	u55_64	unknown (55-64)	31700	3751	2200338	722763	30774	4214
UK	United Kingdom	u65_	unknown (65+)	29443	3495	2092536	688807	29125	4043
UK	United Kingdom	u25_34	unknown (25-34)	27317	3995	1472119	513244	17765	2492
UK	United Kingdom	u18_24	unknown (18-24)	20907	3376	739388	253507	9089	1116
UK	United Kingdom	u13_17	unknown (13-17)	1689	649	48132	14678	456	18
