advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kyriakos Mitsotakis		34848567724	Facebook	f	Facebook	EL	Greece	112	1	19281038	8173519	42621	8486
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	f	Facebook	EL	Greece	92	1	17949292	7616420	35891	6797
European Parliament		178362315106	Facebook	f	Facebook	EL	Greece	70	1	16691940	7888620	55807	13394
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	f	Facebook	EL	Greece	146	1	15259242	6048830	52850	11399
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	f	Facebook	EL	Greece	255	1	10470971	3765908	44422	4897
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	f	Facebook	EL	Greece	58	1	10103244	4481025	24126	5695
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	f	Facebook	EL	Greece	152	1	8370488	3047205	41424	6596
INBOX	New Digital Media	369693523475596	Facebook	f	Facebook	EL	Greece	66	1	8012686	3481705	9727	799
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	f	Facebook	EL	Greece	196	1	6688645	2019751	22192	699
Kialo		729627343834501	Facebook	f	Facebook	EL	Greece	352	1	5359889	2202933	25893	6048
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	f	Facebook	EL	Greece	343	1	4701488	1393656	35110	299
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	f	Facebook	EL	Greece	16	1	4511866	2044585	6979	1898
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	f	Facebook	EL	Greece	99	1	4071869	1157993	12200	600
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	f	Facebook	EL	Greece	44	1	4004974	1639594	9953	1399
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	f	Facebook	EL	Greece	130	1	3683553	1105303	16454	899
Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	f	Facebook	EL	Greece	103	1	3585067	1397626	13728	899
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	f	Facebook	EL	Greece	86	1	3386830	730931	8502	0
Κατερινα Μαρκου	Pulse and Opinion S.A.	832766380123763	Facebook	f	Facebook	EL	Greece	21	1	2771699	1147450	3645	398
