age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	HU	Hungary	1141	655	1621393	655482	3629	742
18_24	18-24	HU	Hungary	5241	1510	43266583	18327474	87653	29090
25_34	25-34	HU	Hungary	5879	1620	38228823	15970775	89081	28133
35_44	35-44	HU	Hungary	5858	1613	32371192	13377053	75101	24981
45_54	45-54	HU	Hungary	5673	1566	29768784	12264604	70486	24665
55_64	55-64	HU	Hungary	5028	1485	34754571	13957953	83979	29979
65_	65+	HU	Hungary	4492	1375	29125429	11290662	74592	25877
