day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d053	2019-02-22	3275	940	10454646	3764052	109184	13001
d052	2019-02-21	3164	936	15039433	5168748	131811	18053
d051	2019-02-20	2733	884	14991251	5959055	115756	19195
d050	2019-02-19	2648	828	7709894	2685657	63291	9612
d049	2019-02-18	2519	798	8616797	3150011	63577	9905
d048	2019-02-17	2424	769	6098991	2074495	49542	7384
d047	2019-02-16	2426	774	5737806	1877488	47644	6343
d046	2019-02-15	2582	805	7419886	2421900	54714	7282
d045	2019-02-14	2522	799	7286680	2436221	58483	7028
d044	2019-02-13	2324	784	7990560	3052374	60730	12329
d043	2019-02-12	2271	766	8286602	3242421	52349	6359
d042	2019-02-11	2136	737	6140178	2248285	52151	7063
d041	2019-02-10	2045	703	4680659	1701163	33195	3719
d040	2019-02-09	2081	721	6564378	2507205	40016	4953
d039	2019-02-08	2227	740	8424724	3333357	57454	7527
d038	2019-02-07	2208	733	8410859	3182085	57932	7906
d037	2019-02-06	2112	712	7498800	2704370	55324	7241
d036	2019-02-05	1989	671	8560720	3098211	79184	13189
d035	2019-02-04	2015	621	8618940	3315342	85295	11884
d034	2019-02-03	1850	568	3960428	1291332	32108	3966
d033	2019-02-02	1931	577	4518958	1410397	35394	3830
d032	2019-02-01	2043	614	12134008	4417615	84944	14785
d031	2019-01-31	2235	622	7251832	2355769	64033	8901
d030	2019-01-30	2197	617	7128483	2458257	49640	6564
d029	2019-01-29	2383	597	10278050	3677631	103273	18139
d028	2019-01-28	2437	589	14648916	5560179	105901	18030
d027	2019-01-27	2149	567	5973756	2076355	53819	8103
d026	2019-01-26	2209	576	9345817	3596001	90652	17706
d025	2019-01-25	2136	604	8213796	3017243	59705	9015
d024	2019-01-24	2225	594	6217748	2025676	63680	7856
d023	2019-01-23	2015	585	5532382	1888432	44740	4728
d022	2019-01-22	1773	567	6610774	2482754	54485	7797
d021	2019-01-21	1902	567	9221895	3631353	70200	8829
d020	2019-01-20	1749	539	5058244	1890520	38672	4665
d019	2019-01-19	1701	519	4231346	1529685	34392	4233
d018	2019-01-18	1771	550	6940818	2714293	47193	7760
d017	2019-01-17	1712	550	5647608	1901725	54960	8139
d016	2019-01-16	1733	546	8622440	3082996	82425	15444
d015	2019-01-15	1919	526	8723244	2939303	88854	15547
d014	2019-01-14	1901	526	8702299	2950837	75069	10086
d013	2019-01-13	1678	501	6328537	2078125	54550	8697
d012	2019-01-12	1575	498	5734725	1844927	46175	8079
d011	2019-01-11	1601	500	5734671	1800411	47263	6988
d010	2019-01-10	1526	485	8221660	2760678	62838	9758
d009	2019-01-09	1273	435	4822985	1556742	41133	6140
d008	2019-01-08	1113	394	6279692	2419638	35138	7461
d007	2019-01-07	1078	390	3740453	1288402	23912	2995
d006	2019-01-06	2374	386	9004643	3003969	87054	12340
d005	2019-01-05	2374	377	8672097	2849927	86992	12417
d004	2019-01-04	2478	369	12344958	4285327	111583	16262
d003	2019-01-03	2031	348	11030032	3893567	92371	16639
d002	2019-01-02	2140	350	13375562	4728480	121762	23801
d001	2019-01-01	2078	323	11802768	4087810	105770	17433
