day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d131	2019-05-11	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	76	1	3523263	1565714	5759	1227
d131	2019-05-11	FDP	FDP	21289227249	Facebook	1212	1	3068221	859150	42781	1135
d131	2019-05-11	European Greens	European Greens	141366725876424	Facebook	41	1	2803155	1259750	19305	4700
d131	2019-05-11	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	202	1	2730836	1151793	10825	2134
d131	2019-05-11	România în primul rând	Future Innovation	770704223323599	Facebook	43	1	2425530	1110378	2612	583
d131	2019-05-11	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	32	1	2392321	1009333	3271	516
d131	2019-05-11	sp.a	sp.a	57253967150	Facebook	195	1	2070813	684714	9219	1416
d131	2019-05-11	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	99	1	2051066	856740	6608	1574
d131	2019-05-11	Parlement européen en France	Parlement européen en France	279757933824	Facebook	72	1	1754982	673750	7182	1900
d131	2019-05-11	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	205	1	1638159	488962	10512	1485
d131	2019-05-11	SPÖ	SPÖ	77393060080	Facebook	542	1	1531352	509772	11949	1589
d131	2019-05-11	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	3	1	1504997	751000	1767	348
d131	2019-05-11	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	753	1	1445042	475998	23143	2189
d131	2019-05-11	Vlaams Belang	Vlaams Belang	56605856504	Facebook	7	1	1382252	646129	7655	1532
d131	2019-05-11	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	17	1	1377966	626589	2372	989
d131	2019-05-11	Partito Democratico		77034286895	Facebook	78	1	1264049	550546	4275	827
d131	2019-05-11	Fidesz	Fidesz	9844779306	Facebook	13	1	1174993	555000	3869	1934
