country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	w020	Week 20	2019-05-13	2019-05-15	275	57	3068083	1074935	13462	1758
EE	Estonia	w019	Week 19	2019-05-06	2019-05-12	455	78	7076270	2370781	40761	4813
EE	Estonia	w018	Week 18	2019-04-29	2019-05-05	339	85	3891652	1504191	25307	4504
EE	Estonia	w017	Week 17	2019-04-22	2019-04-28	296	82	459007	139911	1898	124
EE	Estonia	w016	Week 16	2019-04-15	2019-04-21	306	96	933161	345259	3553	380
EE	Estonia	w015	Week 15	2019-04-08	2019-04-14	411	155	653662	215272	3915	291
EE	Estonia	w014	Week 14	2019-04-01	2019-04-07	332	154	424966	139057	2401	141
EE	Estonia	w013	Week 13	2019-03-25	2019-03-31	261	131	381306	136707	1668	242
EE	Estonia	w012	Week 12	2019-03-18	2019-03-24	249	118	509190	185673	2673	411
EE	Estonia	w011	Week 11	2019-03-11	2019-03-17	155	70	277070	94808	1357	186
EE	Estonia	w010	Week 10	2019-03-04	2019-03-10	174	60	244384	84211	897	41
EE	Estonia	w009	Week 9	2019-02-25	2019-03-03	102	51	339634	115966	1530	83
EE	Estonia	w008	Week 8	2019-02-18	2019-02-24	90	46	233365	78166	1158	92
EE	Estonia	w007	Week 7	2019-02-11	2019-02-17	58	35	119780	44036	610	42
EE	Estonia	w006	Week 6	2019-02-04	2019-02-10	55	28	123116	30771	563	9
EE	Estonia	w005	Week 5	2019-01-28	2019-02-03	65	25	30063	10239	355	2
EE	Estonia	w004	Week 4	2019-01-21	2019-01-27	54	20	23011	6098	571	0
EE	Estonia	w003	Week 3	2019-01-14	2019-01-20	65	23	34345	12381	566	17
EE	Estonia	w002	Week 2	2019-01-07	2019-01-13	45	19	45590	10496	435	0
EE	Estonia	w001	Week 1	2019-01-01	2019-01-06	30	12	39196	9895	445	1
