country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	f	female	2294	536	11489520	4182282	59204	7866
EE	Estonia	m	male	2137	528	9219305	3274286	48648	6354
EE	Estonia	u	unknown	1995	496	91992	34127	468	72
