advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Poliitikko Sami Yli-Rahnasto	Pohjanmaan Kokoomus ry	371635287025743	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	11160	2232	22	0
Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	6880	1376	68	13
European Parliament	European Parliament	178362315106	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	5930	2965	59	29
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	3	1	3029	598	35	5
Filip Hamro-Drotz	HAMRO-DROTZ DENNIS MIKAEL	2251922594829597	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	3	1	1612	252	59	0
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	2	1	1508	373	15	2
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	1254	251	24	0
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	1180	590	11	0
Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	4	1	1152	194	37	0
Petra Schulze Steinen	Schulze-Steinen Petra Elina Marjatta	266912807301110	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	3	1	957	158	32	0
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	322	64	6	0
Mikko Ohela	Mikko Ohela	201647537374497	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	299	60	5	0
Mikkel Näkkäläjärvi	Nakkalajarvi Mikkel Antte Iisakki	617733068345315	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	2	1	289	42	11	0
Irja Sokka Poliitikko	Irja Sokka Poliitikko	689010728162410	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	280	56	5	0
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	3	1	254	46	6	0
Karri Ollila Europarlamenttiin 2019	Karri Ollila	300059733998436	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	214	107	2	0
Anna Jungner-Nordgren	Stödföreningen för Anna Jungner-Nordgren	126206450772264	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	203	0	20	0
Matleena Käppi	Matleena Käpin vuoden 2019 vaalien tukiyhdistys	1806983809518838	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	202	40	4	0
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	198	39	3	0
Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	188	37	3	0
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	187	37	3	0
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	175	35	3	0
Arto Luukkanen	Riekkovaara Niko Tapani	1527478777519070	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	2	1	123	21	3	0
Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	120	24	2	0
Anna Sirkiä	Anna Sirkiä	115751458577078	Facebook	ostrobothnia_region_FI	Ostrobothnia (region), Finland	1	1	105	21	2	0
