week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	LV	Latvia	275	68	3142039	1050515	12747	758
w019	Week 19	2019-05-06	2019-05-12	LV	Latvia	295	78	4616131	1790418	18319	2064
w018	Week 18	2019-04-29	2019-05-05	LV	Latvia	338	105	4822583	1768542	24842	3918
w017	Week 17	2019-04-22	2019-04-28	LV	Latvia	342	101	1891575	590474	8633	1184
w016	Week 16	2019-04-15	2019-04-21	LV	Latvia	364	120	785242	212915	5003	308
w015	Week 15	2019-04-08	2019-04-14	LV	Latvia	482	177	1719844	653533	5949	626
w014	Week 14	2019-04-01	2019-04-07	LV	Latvia	387	174	875371	320357	3932	487
w013	Week 13	2019-03-25	2019-03-31	LV	Latvia	356	156	507104	168843	4678	222
w012	Week 12	2019-03-18	2019-03-24	LV	Latvia	295	138	861670	197487	2713	40
w011	Week 11	2019-03-11	2019-03-17	LV	Latvia	187	86	419713	118313	1933	109
w010	Week 10	2019-03-04	2019-03-10	LV	Latvia	203	79	905392	339521	2826	274
w009	Week 9	2019-02-25	2019-03-03	LV	Latvia	101	52	390437	162355	940	73
w008	Week 8	2019-02-18	2019-02-24	LV	Latvia	85	45	282119	86700	862	67
w007	Week 7	2019-02-11	2019-02-17	LV	Latvia	55	35	29497	7473	156	7
w006	Week 6	2019-02-04	2019-02-10	LV	Latvia	45	23	15534	6847	110	16
w005	Week 5	2019-01-28	2019-02-03	LV	Latvia	58	24	10833	4235	71	4
w004	Week 4	2019-01-21	2019-01-27	LV	Latvia	47	21	10323	3892	25	1
w003	Week 3	2019-01-14	2019-01-20	LV	Latvia	60	25	27049	10680	151	19
w002	Week 2	2019-01-07	2019-01-13	LV	Latvia	41	21	4904	1498	57	0
w001	Week 1	2019-01-01	2019-01-06	LV	Latvia	34	17	2527	1146	17	1
