advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberalai	Liberalai	81004804444	Facebook	5k_10k	5k - 10k	LT	Lithuania	20	1	199980	100000	1980	0
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	5k_10k	5k - 10k	LT	Lithuania	18	1	179979	89998	1781	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	5k_10k	5k - 10k	LT	Lithuania	13	1	129985	64999	1286	0
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	5k_10k	5k - 10k	LT	Lithuania	11	1	109988	54999	1088	0
Tomas Tomilinas - naujienos		530620843630609	Facebook	5k_10k	5k - 10k	LT	Lithuania	9	1	89979	44994	890	0
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	5k_10k	5k - 10k	LT	Lithuania	7	1	69993	35000	693	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	5k_10k	5k - 10k	LT	Lithuania	7	1	69815	34911	691	0
Algimantas    Matulevičius		264954716868937	Facebook	5k_10k	5k - 10k	LT	Lithuania	6	1	59993	30000	528	0
Už Ingridą		2214495192154107	Facebook	5k_10k	5k - 10k	LT	Lithuania	5	1	49995	25000	495	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	5k_10k	5k - 10k	LT	Lithuania	5	1	49994	24999	494	0
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	5k_10k	5k - 10k	LT	Lithuania	4	1	39996	20000	396	0
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	5k_10k	5k - 10k	LT	Lithuania	3	1	29996	14999	296	0
Minfo		163564217762927	Facebook	5k_10k	5k - 10k	LT	Lithuania	3	1	29996	14999	343	0
European Parliament		178362315106	Facebook	5k_10k	5k - 10k	LT	Lithuania	3	1	19999	10000	198	0
Darbo partija	Darbo partija	264116120225	Facebook	5k_10k	5k - 10k	LT	Lithuania	2	1	19998	10000	198	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	99	0
Robertas Šarknickas	LVŽS	880209082011396	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	98	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	99	0
Tomas Vytautas Raskevičius	Raskevicius Tomas Vytautas	790530451326497	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	4999	98	0
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	99	0
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	99	0
Baltosios pirštinės		362446500510769	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	99	0
Newcrush		365822836908807	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	99	0
Aušra Maldeikienė		1650670061877646	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	88	0
Zuokas		150259975018869	Facebook	5k_10k	5k - 10k	LT	Lithuania	1	1	9999	5000	99	0
