advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Future Innovation SRL		AR474748779908562944	Google	10k_50k	10k - 50k	34	1	163090728	16309072	350215	5836
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	10k_50k	10k - 50k	39	1	130197903	13019790	401718	6695
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	10k_50k	10k - 50k	24	1	110214997	11021499	247211	4120
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	10k_50k	10k - 50k	39	1	105167768	10516776	401718	6695
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	10k_50k	10k - 50k	30	1	88817392	8881739	325263	18253
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	10k_50k	10k - 50k	27	1	59358056	5935805	294362	17738
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	10k_50k	10k - 50k	37	1	54729815	5472981	381117	6351
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	10k_50k	10k - 50k	25	1	39763236	3975980	257511	4291
Freiheitliche Partei Österreich		AR333020356698701824	Google	10k_50k	10k - 50k	22	1	34502434	3450243	242860	16880
SOCIALDEMOKRATIET		AR271193993235136512	Google	10k_50k	10k - 50k	57	1	26060181	2606018	587126	9785
Det Konservative Folkeparti		AR40969452518375424	Google	10k_50k	10k - 50k	11	1	25407818	2540781	113305	1888
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	10k_50k	10k - 50k	13	1	18987194	1898719	133906	2231
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	10k_50k	10k - 50k	7	1	17854142	1785414	72103	1201
NEA DEMOKRATIA		AR351183464155840512	Google	10k_50k	10k - 50k	12	1	16480747	1648074	123605	2060
Partido Animalista PACMA		AR145115193901318144	Google	10k_50k	10k - 50k	9	1	12360560	1236056	92704	1545
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	10k_50k	10k - 50k	13	1	10334801	1033480	133906	2231
