advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU Christlich Demokratische Union		AR68737343799951360	Google	0_50	0 - 50	11174	1	92311747	41140	459707	0
COALICION CANARIA		AR489541609348661248	Google	0_50	0 - 50	5395	1	57720555	1464612	221954	0
AMERISOFT SRL		AR573801583431647232	Google	0_50	0 - 50	184	1	45946055	4550173	7569	0
CDU	CDU	78502295414	Facebook	0_50	0 - 50	14110	1	40508410	8237280	1392542	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	0_50	0 - 50	176	1	35068425	3480512	7240	0
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	0_50	0 - 50	2576	1	34673473	1472840	105978	0
Partidul Pro Romania		AR116025139887341568	Google	0_50	0 - 50	134	1	31612597	3102016	5512	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	0_50	0 - 50	5474	1	29827395	6427929	540239	0
mmb media agentur d.o.o.		AR524572049809604608	Google	0_50	0 - 50	1524	1	26980142	1522209	62698	0
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	0_50	0 - 50	861	1	24931330	1925389	35422	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	0_50	0 - 50	259	1	17756373	1645632	10655	0
Open Vld		AR369049153717665792	Google	0_50	0 - 50	636	1	17600038	1374103	26165	0
Slovenska demokratska stranka		AR170068335415787520	Google	0_50	0 - 50	35	1	17098120	1703229	1439	0
SPD	SPD	47930567748	Facebook	0_50	0 - 50	4632	1	16726143	3470165	457140	0
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	0_50	0 - 50	136	1	16670255	1604491	5595	0
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	0_50	0 - 50	434	1	15345521	1283593	17855	0
Sloboda a Solidarita		AR242125929453715456	Google	0_50	0 - 50	483	1	15156274	1184855	19871	0
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	0_50	0 - 50	227	1	14382826	1316505	9338	0
HLAS		AR312619193323225088	Google	0_50	0 - 50	975	1	13428360	592427	40112	0
FDP	FDP	21289227249	Facebook	0_50	0 - 50	1897	1	13397272	3085366	187218	0
Mediabrands Digital OÜ		AR530356305605427200	Google	0_50	0 - 50	350	1	13247340	1135486	14399	0
ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ		AR519097306537000960	Google	0_50	0 - 50	51	1	12194135	1209539	2098	0
CDA Doetinchem		AR453512812329697280	Google	0_50	0 - 50	61	1	11609936	1143714	2509	0
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	0_50	0 - 50	29	1	11568795	1151942	1193	0
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	0_50	0 - 50	921	1	11132702	394951	37890	0
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	0_50	0 - 50	150	1	10713066	1012063	6171	0
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	0_50	0 - 50	18	1	10293430	1028520	740	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	0_50	0 - 50	3854	1	10005556	2066343	317997	0
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	0_50	0 - 50	161	1	9988988	905097	6623	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	0_50	0 - 50	248	1	9668090	822816	10202	0
NEW GEN PUBLISHING SRL		AR55967615754960896	Google	0_50	0 - 50	50	1	8779448	863956	2057	0
Pametno		AR222880077921124352	Google	0_50	0 - 50	71	1	7767384	740534	2920	0
European Parliament		AR345426421272805376	Google	0_50	0 - 50	179	1	6212262	526602	7364	0
MARCHEWKOWE STUDIO Tomasz Zwoliński		AR524341977001492480	Google	0_50	0 - 50	36	1	5850223	575971	1481	0
Svobodní		AR190231179645943808	Google	0_50	0 - 50	203	1	5743256	436092	8351	0
DIE LINKE	DIE LINKE	47694585682	Facebook	0_50	0 - 50	591	1	5550079	1305922	58326	0
Katarina Barley	SPD	1522202731410785	Facebook	0_50	0 - 50	844	1	5511945	1200252	83295	0
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	0_50	0 - 50	16	1	4797018	477233	658	0
Strana nezávislosti České republiky		AR465054111008555008	Google	0_50	0 - 50	16	1	4648911	460777	658	0
Slovenská ľudová strana Andreja Hlinku		AR443277183708823552	Google	0_50	0 - 50	147	1	4541945	370267	6047	0
Cink, s.r.o.		AR361287976015101952	Google	0_50	0 - 50	29	1	4385610	427864	1193	0
Progresívne Slovensko		AR114793686864232448	Google	0_50	0 - 50	102	1	4245731	370267	4196	0
INBOX	New Digital Media	369693523475596	Facebook	0_50	0 - 50	56	1	3763194	1637886	5526	0
TALLER DE IDEAS PARA LA RED SL		AR478461555797655552	Google	0_50	0 - 50	51	1	3381774	312670	2098	0
Rumilus Design Oy		AR391102333313875968	Google	0_50	0 - 50	32	1	3373546	320898	1316	0
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	0_50	0 - 50	132	1	3307721	246844	5430	0
Det Konservative Folkeparti		AR40969452518375424	Google	0_50	0 - 50	292	1	3291264	98737	12013	0
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	0_50	0 - 50	53	1	3250123	312670	2180	0
Conservatives	The Conservative Party	8807334278	Facebook	0_50	0 - 50	1373	1	3248694	662612	113287	0
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	0_50	0 - 50	2457	1	3161671	193396	242485	0
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	0_50	0 - 50	86	1	3151385	271529	3538	0
Flamesite s.r.o.		AR522320249995919360	Google	0_50	0 - 50	217	1	3044419	139878	8927	0
SPOLU - občianska demokracia		AR194838133366325248	Google	0_50	0 - 50	80	1	2805803	222160	3291	0
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	0_50	0 - 50	153	1	2789138	687852	15099	0
Spoločnými Silami Za Rozkvet Gemera	Horváth Csaba	106240706496397	Facebook	0_50	0 - 50	373	1	2742065	602119	36812	0
European Parliament	European Parliament	178362315106	Facebook	0_50	0 - 50	153	1	2553873	612088	15099	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	0_50	0 - 50	237	1	2410237	579191	23389	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	0_50	0 - 50	1554	1	2326182	212337	153367	0
UAB "BPN LT"		AR135010682042056704	Google	0_50	0 - 50	28	1	2303885	230388	1151	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	0_50	0 - 50	276	1	2270972	0	11354	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	0_50	0 - 50	108	1	2221603	148106	4443	0
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	0_50	0 - 50	90	1	2145211	654955	8882	0
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	0_50	0 - 50	47	1	2089953	181019	1933	0
Projekt Európa		AR303746959120793600	Google	0_50	0 - 50	93	1	2024127	139878	3826	0
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	0_50	0 - 50	33	1	2003710	642992	3256	0
Compromís	Compromís	194053080624605	Facebook	0_50	0 - 50	76	1	1981736	460561	7500	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	0_50	0 - 50	75	1	1963793	442618	7401	0
Darbo partija		AR388389563250245632	Google	0_50	0 - 50	85	1	1958302	139878	3496	0
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	0_50	0 - 50	134	1	1929051	526632	6514	1312
TOP 09		AR268709096956362752	Google	0_50	0 - 50	156	1	1876020	65825	6417	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	0_50	0 - 50	44	1	1869120	556263	4342	0
Competitive Edge Digital Ltd		AR86366913239711744	Google	0_50	0 - 50	6	1	1826651	181019	246	0
Freie Demokratische Partei (FDP)		AR134039538396823552	Google	0_50	0 - 50	97	1	1760826	106966	3990	0
Občanska demokraticka strana		AR386241117529571328	Google	0_50	0 - 50	78	1	1752598	115194	3208	0
Bündnis 90/Die Grünen Landesverband RLP		AR50338116220747776	Google	0_50	0 - 50	205	1	1686773	0	8433	0
Annalisa Corrado	ANNALISA CORRADO (mandataria elettorale Serena Drigo)	152120842162775	Facebook	0_50	0 - 50	109	1	1678649	567228	10757	0
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	0_50	0 - 50	170	1	1674390	444733	3312	146
Venstres Landsorganisation		AR283015942256984064	Google	0_50	0 - 50	198	1	1629176	0	8145	0
VVD		AR300729074580455424	Google	0_50	0 - 50	197	1	1620947	0	8104	0
CD&V	CD&V	52997544531	Facebook	0_50	0 - 50	88	1	1619854	376823	8684	0
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	0_50	0 - 50	119	1	1614118	499393	3406	830
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	0_50	0 - 50	16	1	1595003	647976	1579	0
Greenpeace España	Greenpeace España	133044800622	Facebook	0_50	0 - 50	71	1	1579995	389782	7007	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	0_50	0 - 50	20	1	1571074	596138	1973	0
Gestion et Action Libérale		AR201311233196949504	Google	0_50	0 - 50	189	1	1555122	0	7775	0
SOCIALDEMOKRATIET		AR271193993235136512	Google	0_50	0 - 50	41	1	1522209	131650	1686	0
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	0_50	0 - 50	181	1	1489297	0	7446	0
Die Offene Gesellschaft	die Initiative Offene Gesellschaft mit Facebook-Werbegutschrift	912255502235222	Facebook	0_50	0 - 50	465	1	1486892	279128	45891	0
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	0_50	0 - 50	224	1	1479157	384798	22106	0
Fianna Fáil		AR101183107301900288	Google	0_50	0 - 50	34	1	1464612	131650	1398	0
