advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd4	Last 4 days	124	1	16536656	7196630	25745	6044
European Greens		141366725876424	Facebook	rd4	Last 4 days	115	1	14347672	6433738	83510	20583
FDP	FDP	21289227249	Facebook	rd4	Last 4 days	1685	1	12255753	3668688	130124	5676
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd4	Last 4 days	742	1	9171821	2748597	91292	8376
Make.org	Make.org	122037308191612	Facebook	rd4	Last 4 days	25	1	9097902	4370051	38878	8989
Partito Democratico		77034286895	Facebook	rd4	Last 4 days	132	1	8632997	3634939	26336	4759
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd4	Last 4 days	371	1	8213980	3497109	38360	7110
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd4	Last 4 days	116	1	7392731	3020201	27831	7583
sp.a	sp.a	57253967150	Facebook	rd4	Last 4 days	215	1	6569855	2402057	27310	4960
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd4	Last 4 days	72	1	6514964	2757500	36214	9050
SPÖ	SPÖ	77393060080	Facebook	rd4	Last 4 days	613	1	6292136	1991881	57429	9053
România în primul rând	Future Innovation	770704223323599	Facebook	rd4	Last 4 days	36	1	5911858	2586798	6681	1574
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd4	Last 4 days	26	1	5401441	2387339	11500	2776
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd4	Last 4 days	37	1	5329533	2271777	3980	1136
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd4	Last 4 days	114	1	4906762	2123095	30925	6494
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd4	Last 4 days	854	1	4679508	1428578	76245	9110
Open Vld	Open Vld	53668151866	Facebook	rd4	Last 4 days	192	1	4203515	1672913	25371	6422
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd4	Last 4 days	25	1	4202874	1851824	8463	3639
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd4	Last 4 days	172	1	4098582	1816221	37658	7467
Centerpartiet	Centerpartiet	12690894340	Facebook	rd4	Last 4 days	221	1	4032347	1401342	51592	12122
Sign for my Future	Sign for my Future	1345513882259768	Facebook	rd4	Last 4 days	61	1	3990954	1641500	34604	9599
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd4	Last 4 days	167	1	3943745	1223428	13387	710
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd4	Last 4 days	10	1	3756714	1713361	13575	3556
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd4	Last 4 days	30	1	3695958	1651825	7701	2236
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd4	Last 4 days	162	1	3551613	1240679	59435	15071
MSZP	MSZP	115388925185513	Facebook	rd4	Last 4 days	43	1	3514628	1443333	5689	2240
Kyriakos Mitsotakis		34848567724	Facebook	rd4	Last 4 days	28	1	3429972	1369000	5972	950
Fidesz	Fidesz	9844779306	Facebook	rd4	Last 4 days	17	1	3401983	1550000	9908	4799
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd4	Last 4 days	30	1	3336585	1508147	33057	8562
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	rd4	Last 4 days	13	1	3332210	1438888	6607	1879
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd4	Last 4 days	11	1	3314275	1557142	34561	10814
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd4	Last 4 days	80	1	3260225	1228235	7089	2599
DIE LINKE	DIE LINKE	47694585682	Facebook	rd4	Last 4 days	232	1	3234246	1098329	17486	1094
SPD	SPD	47930567748	Facebook	rd4	Last 4 days	624	1	3147906	801095	65394	1182
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rd4	Last 4 days	36	1	3136303	1312871	6374	1410
Kialo		729627343834501	Facebook	rd4	Last 4 days	92	1	3119908	708000	23907	3700
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rd4	Last 4 days	7	1	2972721	1196363	9357	3481
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd4	Last 4 days	33	1	2881038	1168400	2980	996
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd4	Last 4 days	1300	1	2847579	634916	68658	1970
IKEA	IKEA	112961202185776	Facebook	rd4	Last 4 days	60	1	2814251	1185714	9165	1599
Die Grünen	Die Grünen	21759893033	Facebook	rd4	Last 4 days	63	1	2784580	983771	26053	5346
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	rd4	Last 4 days	42	1	2731248	1213119	8189	1531
Declic	Declic	686190454826244	Facebook	rd4	Last 4 days	20	1	2701303	1037460	5827	1193
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	rd4	Last 4 days	14	1	2660140	1178121	4233	1058
Groen	Groen	84920854319	Facebook	rd4	Last 4 days	146	1	2573982	862872	15680	1759
INBOX	New Digital Media	369693523475596	Facebook	rd4	Last 4 days	34	1	2538806	1107916	3615	250
European Parliament		178362315106	Facebook	rd4	Last 4 days	18	1	2423895	1028095	12035	3533
