audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	MT	Malta	620	65	2823959	961302	17828	2334
m35_44	male (35-44)	MT	Malta	610	65	2136982	708258	13743	1598
m18_24	male (18-24)	MT	Malta	588	63	1727946	580612	10400	1313
f25_34	female (25-34)	MT	Malta	614	65	1512986	545650	9780	1433
f35_44	female (35-44)	MT	Malta	601	65	1357759	481534	8954	1221
m45_54	male (45-54)	MT	Malta	582	63	1337964	438701	8677	974
f55_64	female (55-64)	MT	Malta	560	61	1262795	418661	9897	1382
f18_24	female (18-24)	MT	Malta	581	63	1191867	415698	7114	971
f45_54	female (45-54)	MT	Malta	576	63	1085489	372308	7298	905
m55_64	male (55-64)	MT	Malta	564	61	1040578	337549	7823	1048
f65_	female (65+)	MT	Malta	519	57	896321	291680	6942	904
m65_	male (65+)	MT	Malta	522	57	743275	240436	5689	746
m13_17	male (13-17)	MT	Malta	376	40	309580	92367	1750	160
f13_17	female (13-17)	MT	Malta	373	39	297037	89165	1655	154
u35_44	unknown (35-44)	MT	Malta	548	62	34187	11625	218	27
u25_34	unknown (25-34)	MT	Malta	499	60	18816	6616	116	16
u45_54	unknown (45-54)	MT	Malta	502	58	16631	5608	110	13
u55_64	unknown (55-64)	MT	Malta	448	55	12269	4107	97	14
u65_	unknown (65+)	MT	Malta	399	52	7355	2540	60	9
u18_24	unknown (18-24)	MT	Malta	357	53	3577	1175	24	2
u13_17	unknown (13-17)	MT	Malta	188	32	1534	458	8	0
