advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	d128	2019-05-08	3170	1	4830978	1159375	43378	1037
AMERISOFT SRL		AR573801583431647232	Google	d128	2019-05-08	108	1	3792231	375777	651	0
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	d128	2019-05-08	46	1	2810701	1150455	6342	2085
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	d128	2019-05-08	1562	1	2322939	44425	9615	0
mmb media agentur d.o.o.		AR524572049809604608	Google	d128	2019-05-08	490	1	2196507	112499	5570	0
România în primul rând	Future Innovation	770704223323599	Facebook	d128	2019-05-08	37	1	2055611	915632	1913	489
SPD	SPD	47930567748	Facebook	d128	2019-05-08	607	1	1985225	434008	61128	641
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	d128	2019-05-08	175	1	1974846	588166	31293	4214
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d128	2019-05-08	35	1	1964300	859794	4906	1006
European Parliament		178362315106	Facebook	d128	2019-05-08	19	1	1933559	925515	13178	3462
Mediabrands Digital OÜ		AR530356305605427200	Google	d128	2019-05-08	324	1	1911571	153095	2668	0
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d128	2019-05-08	20	1	1583324	776332	3108	1383
FDP	FDP	21289227249	Facebook	d128	2019-05-08	524	1	1528455	450749	15831	849
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	d128	2019-05-08	20	1	1519980	580000	13053	4281
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d128	2019-05-08	94	1	1464296	616610	5785	1923
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	d128	2019-05-08	296	1	1279167	511963	6536	1199
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d128	2019-05-08	16	1	1261111	594321	2771	1215
Save the Children Italia		46590675335	Facebook	d128	2019-05-08	5	1	1224163	510833	6588	1618
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d128	2019-05-08	4	1	1211109	583888	11970	5394
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	d128	2019-05-08	6	1	1150994	510000	8194	2500
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	d128	2019-05-08	323	1	1086520	430384	8451	1979
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d128	2019-05-08	35	1	1078154	478425	2228	651
SPÖ	SPÖ	77393060080	Facebook	d128	2019-05-08	526	1	1035728	352721	8505	1334
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d128	2019-05-08	143	1	1027940	86392	1252	0
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	d128	2019-05-08	5	1	999996	450000	16205	3241
