advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	m45_54	male (45-54)	SK	Slovakia	198	1	487566	168890	3362	511
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	m45_54	male (45-54)	SK	Slovakia	74	1	343284	141845	1806	391
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	m45_54	male (45-54)	SK	Slovakia	494	1	313914	58109	10608	0
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	m45_54	male (45-54)	SK	Slovakia	61	1	287139	116542	1454	395
European Parliament		178362315106	Facebook	m45_54	male (45-54)	SK	Slovakia	48	1	279208	133790	1641	314
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	m45_54	male (45-54)	SK	Slovakia	223	1	263196	67854	2028	152
NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	m45_54	male (45-54)	SK	Slovakia	43	1	237981	89223	1334	151
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	m45_54	male (45-54)	SK	Slovakia	125	1	218068	70942	836	40
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	m45_54	male (45-54)	SK	Slovakia	64	1	199386	66336	1661	367
Ivan ŠTEFANEC		324560137683033	Facebook	m45_54	male (45-54)	SK	Slovakia	36	1	180328	77594	878	177
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	m45_54	male (45-54)	SK	Slovakia	165	1	166977	43511	1395	55
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	m45_54	male (45-54)	SK	Slovakia	57	1	163075	50298	831	20
Michal Wiezik - SPOLU za zelenú Európu	SPOLU - občianska demokracia	2631817786833672	Facebook	m45_54	male (45-54)	SK	Slovakia	27	1	142362	57078	458	105
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	m45_54	male (45-54)	SK	Slovakia	134	1	122143	36488	1237	126
Milan Uhrík - poslanec NR SR	Kotleba - Ľudová strana Naše Slovensko	193258414360612	Facebook	m45_54	male (45-54)	SK	Slovakia	8	1	121592	51566	715	182
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	m45_54	male (45-54)	SK	Slovakia	52	1	113614	32013	680	55
Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	m45_54	male (45-54)	SK	Slovakia	28	1	109683	43471	754	230
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	m45_54	male (45-54)	SK	Slovakia	44	1	104765	31278	772	101
Plamienok n.o.		174988447418	Facebook	m45_54	male (45-54)	SK	Slovakia	6	1	103656	44482	181	49
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	m45_54	male (45-54)	SK	Slovakia	14	1	103116	43272	398	114
Peter Puškár	Puskar Peter	299027620531773	Facebook	m45_54	male (45-54)	SK	Slovakia	84	1	101722	29363	804	47
Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	m45_54	male (45-54)	SK	Slovakia	59	1	98965	30630	556	21
Maroš Šefčovič		245361515516655	Facebook	m45_54	male (45-54)	SK	Slovakia	23	1	84259	20597	347	35
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	m45_54	male (45-54)	SK	Slovakia	37	1	83153	26633	528	60
Sme rodina	Sme rodina	600235073447674	Facebook	m45_54	male (45-54)	SK	Slovakia	5	1	79151	35131	125	45
