advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	m65_	male (65+)	AT	Austria	289	1	519142	187044	4574	702
kontrast.at	kontrast.at	1079650008770485	Facebook	m65_	male (65+)	AT	Austria	84	1	233906	91947	1364	368
Andreas Schieder	SPÖ	290881691011354	Facebook	m65_	male (65+)	AT	Austria	127	1	223858	68467	1998	381
Harald Vilimsky	FPÖ	547597092025909	Facebook	m65_	male (65+)	AT	Austria	101	1	221267	94101	1745	495
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	m65_	male (65+)	AT	Austria	769	1	140378	28878	3846	105
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	m65_	male (65+)	AT	Austria	137	1	132744	28299	1646	159
HC Strache	FPÖ	74865038590	Facebook	m65_	male (65+)	AT	Austria	54	1	122603	50743	704	206
Claudia Gamon	NEOS	447992848717452	Facebook	m65_	male (65+)	AT	Austria	94	1	85609	23120	728	35
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	m65_	male (65+)	AT	Austria	125	1	63868	14538	1580	49
Othmar Karas	Othmar Karas	395638503864459	Facebook	m65_	male (65+)	AT	Austria	88	1	50461	11441	985	72
FPÖ	FPÖ	169051073236170	Facebook	m65_	male (65+)	AT	Austria	14	1	49023	21039	381	98
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	m65_	male (65+)	AT	Austria	16	1	45783	16227	364	87
European Parliament		178362315106	Facebook	m65_	male (65+)	AT	Austria	56	1	45401	17019	491	76
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	m65_	male (65+)	AT	Austria	60	1	42777	11005	299	8
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	m65_	male (65+)	AT	Austria	7	1	37470	14926	682	130
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	m65_	male (65+)	AT	Austria	29	1	35293	8500	120	10
Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	m65_	male (65+)	AT	Austria	18	1	34031	12867	240	73
Johann Gudenus		104145976305577	Facebook	m65_	male (65+)	AT	Austria	45	1	32125	11432	235	30
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	m65_	male (65+)	AT	Austria	30	1	28680	8636	284	49
Grüner Fisher Investments		138832469593845	Facebook	m65_	male (65+)	AT	Austria	37	1	25335	7023	1312	196
Stadt Wien	Stadt Wien	110971788921077	Facebook	m65_	male (65+)	AT	Austria	12	1	25262	6334	297	0
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	m65_	male (65+)	AT	Austria	101	1	23513	6096	584	22
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	m65_	male (65+)	AT	Austria	18	1	22952	6535	304	35
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	m65_	male (65+)	AT	Austria	56	1	22047	4949	440	0
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	m65_	male (65+)	AT	Austria	67	1	21518	4420	418	23
